#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 10778333, SEN S/N: 10778333)","Temp, °C (LGR S/N: 10778333, SEN S/N: 10778333)",Coupler Detached (LGR S/N: 10778333),Coupler Attached (LGR S/N: 10778333),Host Connected (LGR S/N: 10778333),End Of File (LGR S/N: 10778333)
1580,4/21/22 21:10,632.5,4.11,,,,
1581,4/21/22 21:20,630.1,4.01,,,,
1582,4/21/22 21:30,628.2,3.91,,,,
1583,4/21/22 21:40,626.2,3.81,,,,
1584,4/21/22 21:50,624.3,3.71,,,,
1585,4/21/22 22:00,622.8,3.61,,,,
1586,4/21/22 22:10,622,3.52,,,,
1587,4/21/22 22:20,620.1,3.41,,,,
1588,4/21/22 22:30,619,3.33,,,,
1589,4/21/22 22:40,617,3.24,,,,
1590,4/21/22 22:50,615.9,3.15,,,,
1591,4/21/22 23:00,614.7,3.07,,,,
1592,4/21/22 23:10,613.2,3,,,,
1593,4/21/22 23:20,611.6,2.92,,,,
1594,4/21/22 23:30,610.9,2.84,,,,
1595,4/21/22 23:40,609.7,2.77,,,,
1596,4/21/22 23:50,609.7,2.71,,,,
1597,4/22/22 0:00,608.6,2.66,,,,
1598,4/22/22 0:10,608.2,2.61,,,,
1599,4/22/22 0:20,606.6,2.58,,,,
1600,4/22/22 0:30,606.7,2.53,,,,
1601,4/22/22 0:40,606.7,2.52,,,,
1602,4/22/22 0:50,606.7,2.49,,,,
1603,4/22/22 1:00,606.7,2.46,,,,
1604,4/22/22 1:10,606.3,2.46,,,,
1605,4/22/22 1:20,606.7,2.48,,,,
1606,4/22/22 1:30,606.7,2.48,,,,
1607,4/22/22 1:40,606.7,2.49,,,,
1608,4/22/22 1:50,607.9,2.48,,,,
1609,4/22/22 2:00,607.9,2.48,,,,
1610,4/22/22 2:10,607.9,2.5,,,,
1611,4/22/22 2:20,608.7,2.5,,,,
1612,4/22/22 2:30,608.7,2.5,,,,
1613,4/22/22 2:40,609.5,2.52,,,,
1614,4/22/22 2:50,608.7,2.52,,,,
1615,4/22/22 3:00,609.5,2.54,,,,
1616,4/22/22 3:10,609.5,2.53,,,,
1617,4/22/22 3:20,609.5,2.53,,,,
1618,4/22/22 3:30,611.1,2.53,,,,
1619,4/22/22 3:40,609.9,2.53,,,,
1620,4/22/22 3:50,609.9,2.52,,,,
1621,4/22/22 4:00,610.7,2.5,,,,
1622,4/22/22 4:10,610.3,2.5,,,,
1623,4/22/22 4:20,610.3,2.5,,,,
1624,4/22/22 4:30,610.3,2.48,,,,
1625,4/22/22 4:40,611.1,2.48,,,,
1626,4/22/22 4:50,611.1,2.48,,,,
1627,4/22/22 5:00,611.1,2.46,,,,
1628,4/22/22 5:10,611.9,2.46,,,,
1629,4/22/22 5:20,611.9,2.46,,,,
1630,4/22/22 5:30,611.9,2.46,,,,
1631,4/22/22 5:40,611.1,2.46,,,,
1632,4/22/22 5:50,611.9,2.46,,,,
1633,4/22/22 6:00,613.1,2.45,,,,
1634,4/22/22 6:10,614.3,2.45,,,,
1635,4/22/22 6:20,615.5,2.44,,,,
1636,4/22/22 6:30,615.5,2.44,,,,
1637,4/22/22 6:40,615.9,2.41,,,,
1638,4/22/22 6:50,616.4,2.39,,,,
1639,4/22/22 7:00,615.6,2.37,,,,
1640,4/22/22 7:10,616.4,2.33,,,,
1641,4/22/22 7:20,615.6,2.31,,,,
1642,4/22/22 7:30,615.6,2.27,,,,
1643,4/22/22 7:40,615.3,2.23,,,,
1644,4/22/22 7:50,614.9,2.2,,,,
1645,4/22/22 8:00,615.3,2.19,,,,
1646,4/22/22 8:10,615.3,2.15,,,,
1647,4/22/22 8:20,614.9,2.14,,,,
1648,4/22/22 8:30,614.5,2.13,,,,
1649,4/22/22 8:40,614.9,2.14,,,,
1650,4/22/22 8:50,615.3,2.15,,,,
1651,4/22/22 9:00,616.1,2.16,,,,
1652,4/22/22 9:10,617.3,2.19,,,,
1653,4/22/22 9:20,618.5,2.23,,,,
1654,4/22/22 9:30,619.2,2.29,,,,
1655,4/22/22 9:40,621.6,2.36,,,,
1656,4/22/22 9:50,623.9,2.48,,,,
1657,4/22/22 10:00,626.2,2.63,,,,
1658,4/22/22 10:10,629.7,2.8,,,,
1659,4/22/22 10:20,634,3.03,,,,
1660,4/22/22 10:30,639,3.28,,,,
1661,4/22/22 10:40,644.1,3.54,,,,
1662,4/22/22 10:50,649.5,3.84,,,,
1663,4/22/22 11:00,655.3,4.13,,,,
1664,4/22/22 11:10,660.7,4.41,,,,
1665,4/22/22 11:20,665.3,4.71,,,,
1666,4/22/22 11:30,670.3,5.01,,,,
1667,4/22/22 11:40,676.1,5.28,,,,
1668,4/22/22 11:50,681.9,5.57,,,,
1669,4/22/22 12:00,685.8,5.83,,,,
1670,4/22/22 12:10,691.2,6.09,,,,
1671,4/22/22 12:20,695.8,6.31,,,,
1672,4/22/22 12:30,698.5,6.49,,,,
1673,4/22/22 12:40,701.2,6.63,,,,
1674,4/22/22 12:50,703.6,6.71,,,,
1675,4/22/22 13:00,705.5,6.78,,,,
1676,4/22/22 13:10,706.3,6.81,,,,
1677,4/22/22 13:20,708.7,6.84,,,,
1678,4/22/22 13:30,708.3,6.87,,,,
1679,4/22/22 13:40,709.8,6.92,,,,
1680,4/22/22 13:50,731.1,6.98,,,,
1681,4/22/22 14:00,746.3,7.07,,,,
1682,4/22/22 14:10,751.4,7.17,,,,
1683,4/22/22 14:20,773.1,7.22,,,,
1684,4/22/22 14:30,792.4,7.26,,,,
1685,4/22/22 14:40,794.9,7.23,,,,
1686,4/22/22 14:50,794.1,7.18,,,,
1687,4/22/22 15:00,792.6,7.1,,,,
1688,4/22/22 15:10,790.6,7,,,,
1689,4/22/22 15:20,789.5,6.91,,,,
1690,4/22/22 15:30,786.8,6.78,,,,
1691,4/22/22 15:40,784.5,6.65,,,,
1692,4/22/22 15:50,781.8,6.5,,,,
1693,4/22/22 16:00,778.6,6.39,,,,
1694,4/22/22 16:10,775.9,6.26,,,,
1695,4/22/22 16:20,773.2,6.14,,,,
1696,4/22/22 16:30,770.4,6.04,,,,
1697,4/22/22 16:40,768.1,5.92,,,,
1698,4/22/22 16:50,766.2,5.81,,,,
1699,4/22/22 17:00,763.8,5.74,,,,
1700,4/22/22 17:10,761.9,5.63,,,,
1701,4/22/22 17:20,759.1,5.55,,,,
1702,4/22/22 17:30,757.6,5.46,,,,
1703,4/22/22 17:40,755.3,5.36,,,,
1704,4/22/22 17:50,752.9,5.27,,,,
1705,4/22/22 18:00,751,5.14,,,,
1706,4/22/22 18:10,747.9,5.02,,,,
1707,4/22/22 18:20,745.5,4.91,,,,
1708,4/22/22 18:30,742.8,4.76,,,,
1709,4/22/22 18:40,739.3,4.61,,,,
1710,4/22/22 18:50,735.8,4.45,,,,
1711,4/22/22 19:00,733.1,4.29,,,,
1712,4/22/22 19:10,730,4.14,,,,
1713,4/22/22 19:20,726.9,3.97,,,,
1714,4/22/22 19:30,723.4,3.81,,,,
1715,4/22/22 19:40,721.1,3.66,,,,
1716,4/22/22 19:50,718.4,3.52,,,,
1717,4/22/22 20:00,715.7,3.39,,,,
1718,4/22/22 20:10,713,3.24,,,,
1719,4/22/22 20:20,710.2,3.13,,,,
1720,4/22/22 20:30,708.3,3,,,,
1721,4/22/22 20:40,705.6,2.89,,,,
1722,4/22/22 20:50,703.3,2.77,,,,
1723,4/22/22 21:00,701.3,2.64,,,,
1724,4/22/22 21:10,699.8,2.55,,,,
1725,4/22/22 21:20,697.8,2.45,,,,
1726,4/22/22 21:30,696.3,2.36,,,,
1727,4/22/22 21:40,694.4,2.27,,,,
1728,4/22/22 21:50,693.2,2.19,,,,
1729,4/22/22 22:00,691.6,2.13,,,,
1730,4/22/22 22:10,690.9,2.06,,,,
1731,4/22/22 22:20,689.7,2,,,,
1732,4/22/22 22:30,689,1.92,,,,
1733,4/22/22 22:40,688.2,1.87,,,,
1734,4/22/22 22:50,687.1,1.79,,,,
1735,4/22/22 23:00,685.5,1.72,,,,
1736,4/22/22 23:10,684.7,1.66,,,,
1737,4/22/22 23:20,684,1.58,,,,
1738,4/22/22 23:30,683.2,1.53,,,,
1739,4/22/22 23:40,682.5,1.45,,,,
1740,4/22/22 23:50,680.5,1.38,,,,
1741,4/23/22 0:00,679.7,1.32,,,,
1742,4/23/22 0:10,679,1.25,,,,
1743,4/23/22 0:20,677.8,1.19,,,,
1744,4/23/22 0:30,677,1.14,,,,
1745,4/23/22 0:40,676.3,1.09,,,,
1746,4/23/22 0:50,675.1,1.02,,,,
1747,4/23/22 1:00,674.3,0.97,,,,
1748,4/23/22 1:10,674.4,0.94,,,,
1749,4/23/22 1:20,673.6,0.9,,,,
1750,4/23/22 1:30,672.8,0.87,,,,
1751,4/23/22 1:40,673.2,0.84,,,,
1752,4/23/22 1:50,672.4,0.8,,,,
1753,4/23/22 2:00,672.5,0.77,,,,
1754,4/23/22 2:10,672.5,0.76,,,,
1755,4/23/22 2:20,672.5,0.74,,,,
1756,4/23/22 2:30,672.5,0.72,,,,
1757,4/23/22 2:40,672.5,0.7,,,,
1758,4/23/22 2:50,673.3,0.68,,,,
1759,4/23/22 3:00,672.5,0.67,,,,
1760,4/23/22 3:10,672.9,0.67,,,,
1761,4/23/22 3:20,673.8,0.66,,,,
1762,4/23/22 3:30,673.8,0.66,,,,
1763,4/23/22 3:40,673.8,0.64,,,,
1764,4/23/22 3:50,673.8,0.63,,,,
1765,4/23/22 4:00,674.2,0.64,,,,
1766,4/23/22 4:10,674.6,0.62,,,,
1767,4/23/22 4:20,675,0.61,,,,
1768,4/23/22 4:30,675,0.59,,,,
1769,4/23/22 4:40,675,0.58,,,,
1770,4/23/22 4:50,674.6,0.57,,,,
1771,4/23/22 5:00,675.4,0.54,,,,
1772,4/23/22 5:10,675.5,0.53,,,,
1773,4/23/22 5:20,676.3,0.5,,,,
1774,4/23/22 5:30,677.1,0.49,,,,
1775,4/23/22 5:40,677.1,0.49,,,,
1776,4/23/22 5:50,676.7,0.46,,,,
1777,4/23/22 6:00,676.7,0.45,,,,
1778,4/23/22 6:10,678.3,0.44,,,,
1779,4/23/22 6:20,678.3,0.44,,,,
1780,4/23/22 6:30,679.1,0.44,,,,
1781,4/23/22 6:40,679.6,0.42,,,,
1782,4/23/22 6:50,680,0.42,,,,
1783,4/23/22 7:00,680.4,0.42,,,,
1784,4/23/22 7:10,682,0.42,,,,
1785,4/23/22 7:20,683.2,0.42,,,,
1786,4/23/22 7:30,684.8,0.42,,,,
1787,4/23/22 7:40,685.2,0.42,,,,
1788,4/23/22 7:50,686.8,0.42,,,,
1789,4/23/22 8:00,688,0.42,,,,
1790,4/23/22 8:10,689.2,0.41,,,,
1791,4/23/22 8:20,690.9,0.42,,,,
1792,4/23/22 8:30,691.3,0.42,,,,
1793,4/23/22 8:40,692.5,0.41,,,,
1794,4/23/22 8:50,695.3,0.41,,,,
1795,4/23/22 9:00,696.5,0.41,,,,
1796,4/23/22 9:10,697.7,0.4,,,,
1797,4/23/22 9:20,698.1,0.38,,,,
1798,4/23/22 9:30,699.8,0.38,,,,
1799,4/23/22 9:40,701.4,0.38,,,,
1800,4/23/22 9:50,702.2,0.38,,,,
1801,4/23/22 10:00,703.4,0.41,,,,
1802,4/23/22 10:10,704.2,0.42,,,,
1803,4/23/22 10:20,705,0.42,,,,
1804,4/23/22 10:30,705.8,0.42,,,,
1805,4/23/22 10:40,706.2,0.42,,,,
1806,4/23/22 10:50,707,0.41,,,,
1807,4/23/22 11:00,707.4,0.4,,,,
1808,4/23/22 11:10,707.8,0.38,,,,
1809,4/23/22 11:20,728.4,0.37,,,,
1810,4/23/22 11:30,739.4,0.37,,,,
1811,4/23/22 11:40,742.2,0.37,,,,
1812,4/23/22 11:50,744.6,0.37,,,,
1813,4/23/22 12:00,745.8,0.38,,,,
1814,4/23/22 12:10,746.6,0.4,,,,
1815,4/23/22 12:20,748.2,0.41,,,,
1816,4/23/22 12:30,751,0.45,,,,
1817,4/23/22 12:40,752.7,0.45,,,,
1818,4/23/22 12:50,753.9,0.49,,,,
1819,4/23/22 13:00,755,0.53,,,,
1820,4/23/22 13:10,757.4,0.55,,,,
1821,4/23/22 13:20,759.9,0.58,,,,
1822,4/23/22 13:30,761,0.62,,,,
1823,4/23/22 13:40,763.8,0.66,,,,
1824,4/23/22 13:50,767,0.71,,,,
1825,4/23/22 14:00,771,0.77,,,,
1826,4/23/22 14:10,773.4,0.85,,,,
1827,4/23/22 14:20,776.2,0.92,,,,
1828,4/23/22 14:30,777.8,0.96,,,,
1829,4/23/22 14:40,780.2,1.01,,,,
1830,4/23/22 14:50,782.2,1.03,,,,
1831,4/23/22 15:00,785.4,1.09,,,,
1832,4/23/22 15:10,786.6,1.13,,,,
1833,4/23/22 15:20,789,1.14,,,,
1834,4/23/22 15:30,790.6,1.18,,,,
1835,4/23/22 15:40,792.6,1.22,,,,
1836,4/23/22 15:50,795,1.25,,,,
1837,4/23/22 16:00,795.8,1.29,,,,
1838,4/23/22 16:10,797.4,1.31,,,,
1839,4/23/22 16:20,798.2,1.32,,,,
1840,4/23/22 16:30,798.6,1.32,,,,
1841,4/23/22 16:40,799.4,1.33,,,,
1842,4/23/22 16:50,800.6,1.32,,,,
1843,4/23/22 17:00,801,1.33,,,,
1844,4/23/22 17:10,801.8,1.31,,,,
1845,4/23/22 17:20,802.2,1.31,,,,
1846,4/23/22 17:30,802.2,1.31,,,,
1847,4/23/22 17:40,803.1,1.28,,,,
1848,4/23/22 17:50,802.7,1.27,,,,
1849,4/23/22 18:00,803.5,1.25,,,,
1850,4/23/22 18:10,803.5,1.25,,,,
1851,4/23/22 18:20,803.1,1.22,,,,
1852,4/23/22 18:30,804.4,1.2,,,,
1853,4/23/22 18:40,805.2,1.2,,,,
1854,4/23/22 18:50,804.4,1.16,,,,
1855,4/23/22 19:00,805.6,1.15,,,,
1856,4/23/22 19:10,805.6,1.13,,,,
1857,4/23/22 19:20,806.9,1.1,,,,
1858,4/23/22 19:30,807.3,1.09,,,,
1859,4/23/22 19:40,808.1,1.05,,,,
1860,4/23/22 19:50,808.2,1.03,,,,
1861,4/23/22 20:00,807.8,1.01,,,,
1862,4/23/22 20:10,807.8,0.97,,,,
1863,4/23/22 20:20,807.8,0.94,,,,
1864,4/23/22 20:30,807.8,0.92,,,,
1865,4/23/22 20:40,807.9,0.88,,,,
1866,4/23/22 20:50,807.1,0.87,,,,
1867,4/23/22 21:00,807.1,0.84,,,,
1868,4/23/22 21:10,807.1,0.81,,,,
1869,4/23/22 21:20,806.3,0.8,,,,
1870,4/23/22 21:30,807.2,0.77,,,,
1871,4/23/22 21:40,806.8,0.75,,,,
1872,4/23/22 21:50,806.4,0.72,,,,
1873,4/23/22 22:00,806.4,0.71,,,,
1874,4/23/22 22:10,806.4,0.7,,,,
1875,4/23/22 22:20,806.4,0.68,,,,
1876,4/23/22 22:30,808.1,0.67,,,,
1877,4/23/22 22:40,808.5,0.64,,,,
1878,4/23/22 22:50,809.7,0.63,,,,
1879,4/23/22 23:00,812.2,0.62,,,,
1880,4/23/22 23:10,816.3,0.59,,,,
1881,4/23/22 23:20,830.9,0.58,,,,
1882,4/23/22 23:30,863.9,0.57,,,,
1883,4/23/22 23:40,865.2,0.54,,,,
1884,4/23/22 23:50,868.8,0.53,,,,
1885,4/24/22 0:00,870.1,0.51,,,,
1886,4/24/22 0:10,870.5,0.49,,,,
1887,4/24/22 0:20,870.5,0.48,,,,
1888,4/24/22 0:30,871.4,0.45,,,,
1889,4/24/22 0:40,870.6,0.42,,,,
1890,4/24/22 0:50,871.8,0.41,,,,
1891,4/24/22 1:00,873.1,0.38,,,,
1892,4/24/22 1:10,873.9,0.37,,,,
1893,4/24/22 1:20,875.1,0.36,,,,
1894,4/24/22 1:30,876.4,0.33,,,,
1895,4/24/22 1:40,876.4,0.31,,,,
1896,4/24/22 1:50,877.6,0.32,,,,
1897,4/24/22 2:00,877.6,0.28,,,,
1898,4/24/22 2:10,878.1,0.27,,,,
1899,4/24/22 2:20,878.1,0.24,,,,
1900,4/24/22 2:30,878.1,0.23,,,,
1901,4/24/22 2:40,878.1,0.22,,,,
1902,4/24/22 2:50,887.1,0.19,,,,
1903,4/24/22 3:00,896.9,0.19,,,,
1904,4/24/22 3:10,907.6,0.16,,,,
1905,4/24/22 3:20,908.8,0.15,,,,
1906,4/24/22 3:30,910.1,0.14,,,,
1907,4/24/22 3:40,917.4,0.12,,,,
1908,4/24/22 3:50,927.7,0.09,,,,
1909,4/24/22 4:00,928.9,0.09,,,,
1910,4/24/22 4:10,929,0.06,,,,
1911,4/24/22 4:20,929,0.06,,,,
1912,4/24/22 4:30,929.4,0.05,,,,
1913,4/24/22 4:40,929.4,0.02,,,,
1914,4/24/22 4:50,929,0.02,,,,
1915,4/24/22 5:00,929,-0.01,,,,
1916,4/24/22 5:10,929,-0.02,,,,
1917,4/24/22 5:20,928.6,-0.03,,,,
1918,4/24/22 5:30,928.7,-0.04,,,,
1919,4/24/22 5:40,927.9,-0.07,,,,
1920,4/24/22 5:50,928.7,-0.1,,,,
1921,4/24/22 6:00,928.7,-0.11,,,,
1922,4/24/22 6:10,928.7,-0.14,,,,
1923,4/24/22 6:20,929.2,-0.16,,,,
1924,4/24/22 6:30,932.5,-0.17,,,,
1925,4/24/22 6:40,934.5,-0.19,,,,
1926,4/24/22 6:50,934.5,-0.19,,,,
1927,4/24/22 7:00,934.1,-0.2,,,,
1928,4/24/22 7:10,935,-0.2,,,,
1929,4/24/22 7:20,935.4,-0.2,,,,
1930,4/24/22 7:30,936.2,-0.21,,,,
1931,4/24/22 7:40,937.4,-0.19,,,,
1932,4/24/22 7:50,938.2,-0.17,,,,
1933,4/24/22 8:00,938.6,-0.16,,,,
1934,4/24/22 8:10,946,-0.15,,,,
1935,4/24/22 8:20,947.6,-0.14,,,,
1936,4/24/22 8:30,949.2,-0.12,,,,
1937,4/24/22 8:40,949.6,-0.11,,,,
1938,4/24/22 8:50,950.4,-0.1,,,,
1939,4/24/22 9:00,950.8,-0.08,,,,
1940,4/24/22 9:10,950.8,-0.08,,,,
1941,4/24/22 9:20,951.6,-0.07,,,,
1942,4/24/22 9:30,952.1,-0.07,,,,
1943,4/24/22 9:40,952.9,-0.07,,,,
1944,4/24/22 9:50,953.3,-0.06,,,,
1945,4/24/22 10:00,954.1,-0.04,,,,
1946,4/24/22 10:10,954.9,-0.02,,,,
1947,4/24/22 10:20,956.1,-0.01,,,,
1948,4/24/22 10:30,957.3,0.05,,,,
1949,4/24/22 10:40,960.1,0.1,,,,
1950,4/24/22 10:50,962.5,0.15,,,,
1951,4/24/22 11:00,965.3,0.23,,,,
1952,4/24/22 11:10,968.5,0.31,,,,
1953,4/24/22 11:20,971.7,0.41,,,,
1954,4/24/22 11:30,974.9,0.51,,,,
1955,4/24/22 11:40,977.7,0.57,,,,
1956,4/24/22 11:50,980.1,0.63,,,,
1957,4/24/22 12:00,982.1,0.7,,,,
1958,4/24/22 12:10,984.1,0.74,,,,
1959,4/24/22 12:20,986.1,0.79,,,,
1960,4/24/22 12:30,987.7,0.84,,,,
1961,4/24/22 12:40,989.7,0.89,,,,
1962,4/24/22 12:50,990.8,0.94,,,,
1963,4/24/22 13:00,992,0.98,,,,
1964,4/24/22 13:10,993.6,1.03,,,,
1965,4/24/22 13:20,996.9,1.1,,,,
1966,4/24/22 13:30,998,1.14,,,,
1967,4/24/22 13:40,1000.9,1.19,,,,
1968,4/24/22 13:50,1002.4,1.27,,,,
1969,4/24/22 14:00,1004.4,1.32,,,,
1970,4/24/22 14:10,1006,1.38,,,,
1971,4/24/22 14:20,1012.6,1.41,,,,
1972,4/24/22 14:30,1013.8,1.41,,,,
1973,4/24/22 14:40,1013.8,1.42,,,,
1974,4/24/22 14:50,1013.8,1.41,,,,
1975,4/24/22 15:00,1014.2,1.38,,,,
1976,4/24/22 15:10,1018.3,1.38,,,,
1977,4/24/22 15:20,1017.5,1.37,,,,
1978,4/24/22 15:30,1020.4,1.35,,,,
1979,4/24/22 15:40,1021.7,1.35,,,,
1980,4/24/22 15:50,1022.5,1.31,,,,
1981,4/24/22 16:00,1038.2,1.29,,,,
1982,4/24/22 16:10,1032,1.28,,,,
1983,4/24/22 16:20,1030.8,1.25,,,,
1984,4/24/22 16:30,1030.8,1.24,,,,
1985,4/24/22 16:40,1031.3,1.24,,,,
1986,4/24/22 16:50,1027.6,1.23,,,,
1987,4/24/22 17:00,1040.3,1.22,,,,
1988,4/24/22 17:10,1042.4,1.22,,,,
1989,4/24/22 17:20,1042.8,1.22,,,,
1990,4/24/22 17:30,1045.7,1.23,,,,
1991,4/24/22 17:40,1046.9,1.24,,,,
1992,4/24/22 17:50,1048.6,1.24,,,,
1993,4/24/22 18:00,1048.5,1.25,,,,
1994,4/24/22 18:10,1049,1.25,,,,
1995,4/24/22 18:20,1049,1.24,,,,
1996,4/24/22 18:30,1049,1.23,,,,
1997,4/24/22 18:40,1049,1.22,,,,
1998,4/24/22 18:50,1048.2,1.22,,,,
1999,4/24/22 19:00,1049,1.2,,,,
2000,4/24/22 19:10,1049,1.19,,,,
2001,4/24/22 19:20,1048.2,1.16,,,,
2002,4/24/22 19:30,1048.2,1.16,,,,
2003,4/24/22 19:40,1048.2,1.15,,,,
2004,4/24/22 19:50,1047.9,1.13,,,,
2005,4/24/22 20:00,1047.1,1.11,,,,
2006,4/24/22 20:10,1047.1,1.11,,,,
2007,4/24/22 20:20,1046.3,1.07,,,,
2008,4/24/22 20:30,1045.9,1.06,,,,
2009,4/24/22 20:40,1043.8,1.05,,,,
2010,4/24/22 20:50,1043.9,1.02,,,,
2011,4/24/22 21:00,1043.9,1.01,,,,
2012,4/24/22 21:10,1042.2,0.98,,,,
2013,4/24/22 21:20,1042.3,0.96,,,,
2014,4/24/22 21:30,1041.9,0.93,,,,
2015,4/24/22 21:40,1041.1,0.9,,,,
2016,4/24/22 21:50,1041.1,0.89,,,,
2017,4/24/22 22:00,1042.4,0.87,,,,
2018,4/24/22 22:10,1042.4,0.85,,,,
2019,4/24/22 22:20,1042,0.83,,,,
2020,4/24/22 22:30,1042.4,0.8,,,,
2021,4/24/22 22:40,1043.3,0.79,,,,
2022,4/24/22 22:50,1043.3,0.76,,,,
2023,4/24/22 23:00,1043.7,0.75,,,,
2024,4/24/22 23:10,1048.7,0.74,,,,
2025,4/24/22 23:20,1047.9,0.71,,,,
2026,4/24/22 23:30,1048.8,0.68,,,,
2027,4/24/22 23:40,1050,0.67,,,,
2028,4/24/22 23:50,1050.4,0.66,,,,
2029,4/25/22 0:00,1050.5,0.64,,,,
2030,4/25/22 0:10,1050.5,0.63,,,,
2031,4/25/22 0:20,1050.5,0.62,,,,
2032,4/25/22 0:30,1049.7,0.61,,,,
2033,4/25/22 0:40,1049.7,0.61,,,,
2034,4/25/22 0:50,1049.7,0.58,,,,
2035,4/25/22 1:00,1049.3,0.55,,,,
2036,4/25/22 1:10,1051.4,0.54,,,,
2037,4/25/22 1:20,1051.4,0.51,,,,
2038,4/25/22 1:30,1051.4,0.49,,,,
2039,4/25/22 1:40,1051.1,0.46,,,,
2040,4/25/22 1:50,1051.1,0.45,,,,
2041,4/25/22 2:00,1050.7,0.41,,,,
2042,4/25/22 2:10,1049.9,0.4,,,,
2043,4/25/22 2:20,1049.1,0.36,,,,
2044,4/25/22 2:30,1049.1,0.35,,,,
2045,4/25/22 2:40,1048.8,0.31,,,,
2046,4/25/22 2:50,1048.8,0.29,,,,
2047,4/25/22 3:00,1050.5,0.27,,,,
2048,4/25/22 3:10,1058.3,0.23,,,,
2049,4/25/22 3:20,1058.3,0.23,,,,
2050,4/25/22 3:30,1058.4,0.2,,,,
2051,4/25/22 3:40,1058,0.18,,,,
2052,4/25/22 3:50,1057.6,0.15,,,,
2053,4/25/22 4:00,1056.8,0.12,,,,
2054,4/25/22 4:10,1056.4,0.1,,,,
2055,4/25/22 4:20,1055.6,0.07,,,,
2056,4/25/22 4:30,1054.8,0.05,,,,
2057,4/25/22 4:40,1056.1,0.02,,,,
2058,4/25/22 4:50,1056.1,-0.02,,,,
2059,4/25/22 5:00,1058.2,-0.04,,,,
2060,4/25/22 5:10,1059.1,-0.06,,,,
2061,4/25/22 5:20,1059.1,-0.08,,,,
2062,4/25/22 5:30,1059.1,-0.11,,,,
2063,4/25/22 5:40,1058.3,-0.12,,,,
2064,4/25/22 5:50,1058.4,-0.16,,,,
2065,4/25/22 6:00,1058.4,-0.17,,,,
2066,4/25/22 6:10,1058.8,-0.19,,,,
2067,4/25/22 6:20,1058.8,-0.21,,,,
2068,4/25/22 6:30,1058.8,-0.23,,,,
2069,4/25/22 6:40,1058.9,-0.24,,,,
2070,4/25/22 6:50,1058.9,-0.24,,,,
2071,4/25/22 7:00,1058.9,-0.26,,,,
2072,4/25/22 7:10,1058.1,-0.26,,,,
2073,4/25/22 7:20,1058.1,-0.28,,,,
2074,4/25/22 7:30,1058.1,-0.29,,,,
2075,4/25/22 7:40,1058.1,-0.28,,,,
2076,4/25/22 7:50,1058.9,-0.29,,,,
2077,4/25/22 8:00,1058.9,-0.26,,,,
2078,4/25/22 8:10,1058.4,-0.24,,,,
2079,4/25/22 8:20,1058.4,-0.23,,,,
2080,4/25/22 8:30,1059.2,-0.21,,,,
2081,4/25/22 8:40,1060.5,-0.19,,,,
2082,4/25/22 8:50,1060.8,-0.15,,,,
2083,4/25/22 9:00,1062,-0.12,,,,
2084,4/25/22 9:10,1063.2,-0.08,,,,
2085,4/25/22 9:20,1064.4,-0.04,,,,
2086,4/25/22 9:30,1066.4,-0.01,,,,
2087,4/25/22 9:40,1067.2,0.03,,,,
2088,4/25/22 9:50,1069.3,0.07,,,,
2089,4/25/22 10:00,1070.4,0.12,,,,
2090,4/25/22 10:10,1072,0.18,,,,
2091,4/25/22 10:20,1073.6,0.24,,,,
2092,4/25/22 10:30,1075.6,0.29,,,,
2093,4/25/22 10:40,1077.2,0.4,,,,
2094,4/25/22 10:50,1084.9,0.46,,,,
2095,4/25/22 11:00,1090.6,0.58,,,,
2096,4/25/22 11:10,1099.5,0.75,,,,
2097,4/25/22 11:20,1105.9,0.9,,,,
2098,4/25/22 11:30,1113.2,1.1,,,,
2099,4/25/22 11:40,1121.6,1.33,,,,
2100,4/25/22 11:50,1130.8,1.59,,,,
2101,4/25/22 12:00,1140.8,1.88,,,,
2102,4/25/22 12:10,1150.8,2.18,,,,
2103,4/25/22 12:20,1160.4,2.46,,,,
2104,4/25/22 12:30,1170.1,2.68,,,,
2105,4/25/22 12:40,1176.5,2.84,,,,
2106,4/25/22 12:50,1180.1,2.96,,,,
2107,4/25/22 13:00,1182.9,3.02,,,,
2108,4/25/22 13:10,1189.1,3.09,,,,
2109,4/25/22 13:20,1196.4,3.16,,,,
2110,4/25/22 13:30,1194.7,3.22,,,,
2111,4/25/22 13:40,1197.2,3.24,,,,
2112,4/25/22 13:50,1196.3,3.24,,,,
2113,4/25/22 14:00,1197.6,3.26,,,,
2114,4/25/22 14:10,1198.7,3.31,,,,
2115,4/25/22 14:11,,,,Logged,,
2116,4/25/22 14:11,,,,,Logged,
2117,4/25/22 14:13,,,Logged,,,
2118,4/25/22 14:20,135.6,3.55,,,,
2119,4/25/22 14:30,134.1,3.45,,,,
2120,4/25/22 14:40,133.3,3.4,,,,
2121,4/25/22 14:50,132.9,3.35,,,,
2122,4/25/22 15:00,132.9,3.32,,,,
2123,4/25/22 15:10,133.3,3.33,,,,
2124,4/25/22 15:20,133.7,3.33,,,,
2125,4/25/22 15:30,133.7,3.39,,,,
2126,4/25/22 15:40,133.7,3.41,,,,
2127,4/25/22 15:50,134.1,3.45,,,,
2128,4/25/22 16:00,134.1,3.5,,,,
