#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 21135142, SEN S/N: 21135142)","Temp, °C (LGR S/N: 21135142, SEN S/N: 21135142)",Coupler Detached (LGR S/N: 21135142),Coupler Attached (LGR S/N: 21135142),Host Connected (LGR S/N: 21135142),Stopped (LGR S/N: 21135142),End Of File (LGR S/N: 21135142)
547,5/26/22 6:19,5.4,3.28,,,,,
548,5/26/22 6:24,5.4,3.29,,,,,
549,5/26/22 6:29,5.4,3.29,,,,,
550,5/26/22 6:34,5.4,3.29,,,,,
551,5/26/22 6:39,5.4,3.29,,,,,
552,5/26/22 6:44,5.4,3.28,,,,,
553,5/26/22 6:49,5.4,3.29,,,,,
554,5/26/22 6:54,5.4,3.3,,,,,
555,5/26/22 6:59,5.4,3.3,,,,,
556,5/26/22 7:04,5.4,3.29,,,,,
557,5/26/22 7:09,3.2,3.29,,,,,
558,5/26/22 7:14,5.4,3.3,,,,,
559,5/26/22 7:19,3.2,3.29,,,,,
560,5/26/22 7:24,5.4,3.31,,,,,
561,5/26/22 7:29,5.4,3.3,,,,,
562,5/26/22 7:34,5.4,3.29,,,,,
563,5/26/22 7:39,5.4,3.3,,,,,
564,5/26/22 7:44,5.4,3.3,,,,,
565,5/26/22 7:49,5.4,3.3,,,,,
566,5/26/22 7:54,5.4,3.31,,,,,
567,5/26/22 7:59,5.4,3.3,,,,,
568,5/26/22 8:04,5.4,3.3,,,,,
569,5/26/22 8:09,5.4,3.3,,,,,
570,5/26/22 8:14,5.4,3.31,,,,,
571,5/26/22 8:19,5.4,3.3,,,,,
572,5/26/22 8:24,5.4,3.31,,,,,
573,5/26/22 8:29,5.4,3.31,,,,,
574,5/26/22 8:34,3.2,3.31,,,,,
575,5/26/22 8:39,5.4,3.33,,,,,
576,5/26/22 8:44,5.4,3.31,,,,,
577,5/26/22 8:49,5.4,3.33,,,,,
578,5/26/22 8:54,3.2,3.31,,,,,
579,5/26/22 8:59,5.4,3.33,,,,,
580,5/26/22 9:04,5.4,3.31,,,,,
581,5/26/22 9:09,5.4,3.33,,,,,
582,5/26/22 9:14,5.4,3.33,,,,,
583,5/26/22 9:19,5.4,3.31,,,,,
584,5/26/22 9:24,5.4,3.33,,,,,
585,5/26/22 9:29,5.4,3.34,,,,,
586,5/26/22 9:34,3.2,3.33,,,,,
587,5/26/22 9:39,3.2,3.34,,,,,
588,5/26/22 9:44,5.4,3.33,,,,,
589,5/26/22 9:49,5.4,3.34,,,,,
590,5/26/22 9:54,5.4,3.33,,,,,
591,5/26/22 9:59,5.4,3.34,,,,,
592,5/26/22 10:04,5.4,3.34,,,,,
593,5/26/22 10:09,5.4,3.34,,,,,
594,5/26/22 10:14,5.4,3.34,,,,,
595,5/26/22 10:19,5.4,3.34,,,,,
596,5/26/22 10:24,5.4,3.34,,,,,
597,5/26/22 10:29,5.4,3.34,,,,,
598,5/26/22 10:34,5.4,3.34,,,,,
599,5/26/22 10:39,5.4,3.34,,,,,
600,5/26/22 10:44,5.4,3.35,,,,,
601,5/26/22 10:49,5.4,3.34,,,,,
602,5/26/22 10:54,5.4,3.34,,,,,
603,5/26/22 10:59,5.4,3.35,,,,,
604,5/26/22 11:04,5.4,3.35,,,,,
605,5/26/22 11:09,5.4,3.35,,,,,
606,5/26/22 11:14,2.1,3.35,,,,,
607,5/26/22 11:19,5.4,3.35,,,,,
608,5/26/22 11:24,5.4,3.35,,,,,
609,5/26/22 11:29,5.4,3.35,,,,,
610,5/26/22 11:34,5.4,3.37,,,,,
611,5/26/22 11:39,3.2,3.37,,,,,
612,5/26/22 11:44,5.4,3.35,,,,,
613,5/26/22 11:49,5.4,3.35,,,,,
614,5/26/22 11:54,5.4,3.37,,,,,
615,5/26/22 11:59,5.4,3.37,,,,,
616,5/26/22 12:04,5.4,3.37,,,,,
617,5/26/22 12:09,3.2,3.37,,,,,
618,5/26/22 12:14,5.4,3.38,,,,,
619,5/26/22 12:19,5.4,3.37,,,,,
620,5/26/22 12:24,5.4,3.37,,,,,
621,5/26/22 12:29,5.4,3.37,,,,,
622,5/26/22 12:34,5.4,3.37,,,,,
623,5/26/22 12:39,5.4,3.38,,,,,
624,5/26/22 12:44,5.4,3.37,,,,,
625,5/26/22 12:49,5.4,3.37,,,,,
626,5/26/22 12:54,5.4,3.37,,,,,
627,5/26/22 12:59,5.4,3.38,,,,,
628,5/26/22 13:04,5.4,3.38,,,,,
629,5/26/22 13:09,5.4,3.37,,,,,
630,5/26/22 13:14,5.4,3.37,,,,,
631,5/26/22 13:19,2.1,3.37,,,,,
632,5/26/22 13:24,5.4,3.38,,,,,
633,5/26/22 13:29,5.4,3.38,,,,,
634,5/26/22 13:34,5.4,3.38,,,,,
635,5/26/22 13:39,5.4,3.38,,,,,
636,5/26/22 13:44,3.2,3.38,,,,,
637,5/26/22 13:49,5.4,3.38,,,,,
638,5/26/22 13:54,5.4,3.39,,,,,
639,5/26/22 13:59,5.4,3.38,,,,,
640,5/26/22 14:04,5.4,3.39,,,,,
641,5/26/22 14:09,2.1,3.38,,,,,
642,5/26/22 14:14,5.4,3.38,,,,,
643,5/26/22 14:19,5.4,3.38,,,,,
644,5/26/22 14:24,5.4,3.39,,,,,
645,5/26/22 14:29,5.4,3.39,,,,,
646,5/26/22 14:34,5.4,3.39,,,,,
647,5/26/22 14:39,5.4,3.39,,,,,
648,5/26/22 14:44,5.4,3.39,,,,,
649,5/26/22 14:49,5.4,3.39,,,,,
650,5/26/22 14:54,5.4,3.39,,,,,
651,5/26/22 14:59,5.4,3.39,,,,,
652,5/26/22 15:04,3.2,3.39,,,,,
653,5/26/22 15:09,5.4,3.39,,,,,
654,5/26/22 15:14,5.4,3.39,,,,,
655,5/26/22 15:19,5.4,3.39,,,,,
656,5/26/22 15:24,3.2,3.4,,,,,
657,5/26/22 15:29,5.4,3.39,,,,,
658,5/26/22 15:34,5.4,3.4,,,,,
659,5/26/22 15:39,5.4,3.39,,,,,
660,5/26/22 15:44,5.4,3.39,,,,,
661,5/26/22 15:49,5.4,3.39,,,,,
662,5/26/22 15:54,5.4,3.4,,,,,
663,5/26/22 15:59,5.4,3.4,,,,,
664,5/26/22 16:04,5.4,3.39,,,,,
665,5/26/22 16:09,5.4,3.39,,,,,
666,5/26/22 16:14,5.4,3.39,,,,,
667,5/26/22 16:19,5.4,3.39,,,,,
668,5/26/22 16:24,5.4,3.39,,,,,
669,5/26/22 16:29,5.4,3.4,,,,,
670,5/26/22 16:34,5.4,3.4,,,,,
671,5/26/22 16:39,5.4,3.4,,,,,
672,5/26/22 16:44,5.4,3.4,,,,,
673,5/26/22 16:49,5.4,3.4,,,,,
674,5/26/22 16:54,5.4,3.4,,,,,
675,5/26/22 16:59,5.4,3.39,,,,,
676,5/26/22 17:04,5.4,3.4,,,,,
677,5/26/22 17:09,3.2,3.4,,,,,
678,5/26/22 17:14,5.4,3.4,,,,,
679,5/26/22 17:19,5.4,3.39,,,,,
680,5/26/22 17:24,5.4,3.4,,,,,
681,5/26/22 17:29,5.4,3.42,,,,,
682,5/26/22 17:34,5.4,3.39,,,,,
683,5/26/22 17:39,3.2,3.4,,,,,
684,5/26/22 17:44,5.4,3.4,,,,,
685,5/26/22 17:49,5.4,3.4,,,,,
686,5/26/22 17:54,5.4,3.4,,,,,
687,5/26/22 17:59,5.4,3.4,,,,,
688,5/26/22 18:04,5.4,3.4,,,,,
689,5/26/22 18:09,5.4,3.4,,,,,
690,5/26/22 18:14,5.4,3.4,,,,,
691,5/26/22 18:19,5.4,3.4,,,,,
692,5/26/22 18:24,5.4,3.42,,,,,
693,5/26/22 18:29,5.4,3.4,,,,,
694,5/26/22 18:34,5.4,3.4,,,,,
695,5/26/22 18:39,5.4,3.4,,,,,
696,5/26/22 18:44,5.4,3.4,,,,,
697,5/26/22 18:49,5.4,3.4,,,,,
698,5/26/22 18:54,5.4,3.4,,,,,
699,5/26/22 18:59,5.4,3.4,,,,,
700,5/26/22 19:04,5.4,3.4,,,,,
701,5/26/22 19:09,5.4,3.4,,,,,
702,5/26/22 19:14,5.4,3.4,,,,,
703,5/26/22 19:19,5.4,3.4,,,,,
704,5/26/22 19:24,3.2,3.42,,,,,
705,5/26/22 19:29,2.1,3.42,,,,,
706,5/26/22 19:34,3.2,3.4,,,,,
707,5/26/22 19:39,2.1,3.42,,,,,
708,5/26/22 19:44,5.4,3.4,,,,,
709,5/26/22 19:49,5.4,3.4,,,,,
710,5/26/22 19:54,5.4,3.42,,,,,
711,5/26/22 19:59,5.4,3.4,,,,,
712,5/26/22 20:04,5.4,3.4,,,,,
713,5/26/22 20:09,5.4,3.4,,,,,
714,5/26/22 20:14,3.2,3.4,,,,,
715,5/26/22 20:19,5.4,3.4,,,,,
716,5/26/22 20:24,3.2,3.42,,,,,
717,5/26/22 20:29,5.4,3.42,,,,,
718,5/26/22 20:34,5.4,3.42,,,,,
719,5/26/22 20:39,5.4,3.4,,,,,
720,5/26/22 20:44,5.4,3.42,,,,,
721,5/26/22 20:49,5.4,3.4,,,,,
722,5/26/22 20:54,5.4,3.4,,,,,
723,5/26/22 20:59,5.4,3.42,,,,,
724,5/26/22 21:04,5.4,3.42,,,,,
725,5/26/22 21:09,5.4,3.4,,,,,
726,5/26/22 21:14,5.4,3.42,,,,,
727,5/26/22 21:19,3.2,3.42,,,,,
728,5/26/22 21:24,5.4,3.42,,,,,
729,5/26/22 21:29,5.4,3.43,,,,,
730,5/26/22 21:34,5.4,3.42,,,,,
731,5/26/22 21:39,5.4,3.42,,,,,
732,5/26/22 21:44,5.4,3.42,,,,,
733,5/26/22 21:49,5.4,3.42,,,,,
734,5/26/22 21:54,5.4,3.42,,,,,
735,5/26/22 21:59,5.4,3.42,,,,,
736,5/26/22 22:04,5.4,3.42,,,,,
737,5/26/22 22:09,5.4,3.42,,,,,
738,5/26/22 22:14,5.4,3.42,,,,,
739,5/26/22 22:19,5.4,3.42,,,,,
740,5/26/22 22:24,5.4,3.43,,,,,
741,5/26/22 22:29,2.1,3.42,,,,,
742,5/26/22 22:34,5.4,3.42,,,,,
743,5/26/22 22:39,5.4,3.42,,,,,
744,5/26/22 22:44,3.2,3.43,,,,,
745,5/26/22 22:49,3.2,3.42,,,,,
746,5/26/22 22:54,5.4,3.43,,,,,
747,5/26/22 22:59,5.4,3.42,,,,,
748,5/26/22 23:04,5.4,3.43,,,,,
749,5/26/22 23:09,5.4,3.42,,,,,
750,5/26/22 23:14,5.4,3.43,,,,,
751,5/26/22 23:19,5.4,3.44,,,,,
752,5/26/22 23:24,5.4,3.43,,,,,
753,5/26/22 23:29,5.4,3.43,,,,,
754,5/26/22 23:34,5.4,3.43,,,,,
755,5/26/22 23:39,5.4,3.43,,,,,
756,5/26/22 23:44,5.4,3.43,,,,,
757,5/26/22 23:49,2.1,3.43,,,,,
758,5/26/22 23:54,5.4,3.44,,,,,
759,5/26/22 23:59,5.4,3.44,,,,,
760,5/27/22 0:04,5.4,3.43,,,,,
761,5/27/22 0:09,5.4,3.44,,,,,
762,5/27/22 0:14,5.4,3.44,,,,,
763,5/27/22 0:19,5.4,3.44,,,,,
764,5/27/22 0:24,5.4,3.43,,,,,
765,5/27/22 0:29,5.4,3.44,,,,,
766,5/27/22 0:34,2.1,3.43,,,,,
767,5/27/22 0:39,5.4,3.44,,,,,
768,5/27/22 0:44,5.4,3.46,,,,,
769,5/27/22 0:49,3.2,3.44,,,,,
770,5/27/22 0:54,5.4,3.46,,,,,
771,5/27/22 0:59,5.4,3.46,,,,,
772,5/27/22 1:04,5.4,3.44,,,,,
773,5/27/22 1:09,5.4,3.46,,,,,
774,5/27/22 1:14,5.4,3.44,,,,,
775,5/27/22 1:19,5.4,3.44,,,,,
776,5/27/22 1:24,5.4,3.46,,,,,
777,5/27/22 1:29,5.4,3.46,,,,,
778,5/27/22 1:34,5.4,3.46,,,,,
779,5/27/22 1:39,5.4,3.46,,,,,
780,5/27/22 1:44,5.4,3.46,,,,,
781,5/27/22 1:49,5.4,3.46,,,,,
782,5/27/22 1:54,5.4,3.47,,,,,
783,5/27/22 1:59,5.4,3.47,,,,,
784,5/27/22 2:04,5.4,3.47,,,,,
785,5/27/22 2:09,5.4,3.46,,,,,
786,5/27/22 2:14,5.4,3.47,,,,,
787,5/27/22 2:19,5.4,3.48,,,,,
788,5/27/22 2:24,5.4,3.47,,,,,
789,5/27/22 2:29,5.4,3.47,,,,,
790,5/27/22 2:34,5.4,3.47,,,,,
791,5/27/22 2:39,5.4,3.48,,,,,
792,5/27/22 2:44,5.4,3.48,,,,,
793,5/27/22 2:49,5.4,3.47,,,,,
794,5/27/22 2:54,5.4,3.48,,,,,
795,5/27/22 2:59,5.4,3.47,,,,,
796,5/27/22 3:04,5.4,3.48,,,,,
797,5/27/22 3:09,5.4,3.48,,,,,
798,5/27/22 3:14,5.4,3.5,,,,,
799,5/27/22 3:19,5.4,3.48,,,,,
800,5/27/22 3:24,5.4,3.5,,,,,
801,5/27/22 3:29,5.4,3.48,,,,,
802,5/27/22 3:34,5.4,3.5,,,,,
803,5/27/22 3:39,5.4,3.5,,,,,
804,5/27/22 3:44,5.4,3.5,,,,,
805,5/27/22 3:49,5.4,3.51,,,,,
806,5/27/22 3:54,2.1,3.51,,,,,
807,5/27/22 3:59,5.4,3.5,,,,,
808,5/27/22 4:04,5.4,3.5,,,,,
809,5/27/22 4:09,5.4,3.51,,,,,
810,5/27/22 4:14,5.4,3.51,,,,,
811,5/27/22 4:19,5.4,3.51,,,,,
812,5/27/22 4:24,5.4,3.51,,,,,
813,5/27/22 4:29,5.4,3.52,,,,,
814,5/27/22 4:34,5.4,3.51,,,,,
815,5/27/22 4:39,5.4,3.52,,,,,
816,5/27/22 4:44,5.4,3.51,,,,,
817,5/27/22 4:49,5.4,3.52,,,,,
818,5/27/22 4:54,5.4,3.52,,,,,
819,5/27/22 4:59,5.4,3.52,,,,,
820,5/27/22 5:04,5.4,3.52,,,,,
821,5/27/22 5:09,5.4,3.53,,,,,
822,5/27/22 5:14,5.4,3.52,,,,,
823,5/27/22 5:19,3.2,3.52,,,,,
824,5/27/22 5:24,5.4,3.53,,,,,
825,5/27/22 5:29,5.4,3.53,,,,,
826,5/27/22 5:34,5.4,3.55,,,,,
827,5/27/22 5:39,5.4,3.53,,,,,
828,5/27/22 5:44,5.4,3.55,,,,,
829,5/27/22 5:49,5.4,3.55,,,,,
830,5/27/22 5:54,5.4,3.55,,,,,
831,5/27/22 5:59,5.4,3.55,,,,,
832,5/27/22 6:04,3.2,3.55,,,,,
833,5/27/22 6:09,5.4,3.56,,,,,
834,5/27/22 6:14,5.4,3.55,,,,,
835,5/27/22 6:19,5.4,3.56,,,,,
836,5/27/22 6:24,5.4,3.56,,,,,
837,5/27/22 6:29,5.4,3.56,,,,,
838,5/27/22 6:34,5.4,3.56,,,,,
839,5/27/22 6:39,5.4,3.57,,,,,
840,5/27/22 6:44,2.1,3.56,,,,,
841,5/27/22 6:49,5.4,3.57,,,,,
842,5/27/22 6:54,5.4,3.56,,,,,
843,5/27/22 6:59,5.4,3.57,,,,,
844,5/27/22 7:04,5.4,3.57,,,,,
845,5/27/22 7:09,5.4,3.59,,,,,
846,5/27/22 7:14,5.4,3.57,,,,,
847,5/27/22 7:19,5.4,3.59,,,,,
848,5/27/22 7:24,3.2,3.59,,,,,
849,5/27/22 7:29,5.4,3.59,,,,,
850,5/27/22 7:34,5.4,3.59,,,,,
851,5/27/22 7:39,5.4,3.59,,,,,
852,5/27/22 7:44,5.4,3.59,,,,,
853,5/27/22 7:49,5.4,3.59,,,,,
854,5/27/22 7:54,5.4,3.6,,,,,
855,5/27/22 7:59,5.4,3.61,,,,,
856,5/27/22 8:04,5.4,3.6,,,,,
857,5/27/22 8:09,5.4,3.6,,,,,
858,5/27/22 8:14,3.2,3.6,,,,,
859,5/27/22 8:19,3.2,3.6,,,,,
860,5/27/22 8:24,5.4,3.61,,,,,
861,5/27/22 8:29,5.4,3.6,,,,,
862,5/27/22 8:34,5.4,3.6,,,,,
863,5/27/22 8:39,5.4,3.61,,,,,
864,5/27/22 8:44,5.4,3.61,,,,,
865,5/27/22 8:49,5.4,3.61,,,,,
866,5/27/22 8:54,5.4,3.61,,,,,
867,5/27/22 8:59,5.4,3.61,,,,,
868,5/27/22 9:04,5.4,3.61,,,,,
869,5/27/22 9:09,5.4,3.62,,,,,
870,5/27/22 9:14,5.4,3.62,,,,,
871,5/27/22 9:19,5.4,3.62,,,,,
872,5/27/22 9:24,3.2,3.62,,,,,
873,5/27/22 9:29,5.4,3.62,,,,,
874,5/27/22 9:34,3.2,3.64,,,,,
875,5/27/22 9:39,5.4,3.62,,,,,
876,5/27/22 9:44,5.4,3.62,,,,,
877,5/27/22 9:49,5.4,3.65,,,,,
878,5/27/22 9:54,5.4,3.64,,,,,
879,5/27/22 9:59,3.2,3.65,,,,,
880,5/27/22 10:04,5.4,3.65,,,,,
881,5/27/22 10:09,5.4,3.65,,,,,
882,5/27/22 10:14,5.4,3.65,,,,,
883,5/27/22 10:19,5.4,3.64,,,,,
884,5/27/22 10:24,5.4,3.65,,,,,
885,5/27/22 10:29,3.2,3.65,,,,,
886,5/27/22 10:34,5.4,3.65,,,,,
887,5/27/22 10:39,3.2,3.65,,,,,
888,5/27/22 10:44,5.4,3.66,,,,,
889,5/27/22 10:49,3.2,3.66,,,,,
890,5/27/22 10:54,5.4,3.66,,,,,
891,5/27/22 10:59,5.4,3.66,,,,,
892,5/27/22 11:04,5.4,3.66,,,,,
893,5/27/22 11:09,5.4,3.66,,,,,
894,5/27/22 11:14,5.4,3.66,,,,,
895,5/27/22 11:19,5.4,3.68,,,,,
896,5/27/22 11:24,5.4,3.66,,,,,
897,5/27/22 11:29,5.4,3.68,,,,,
898,5/27/22 11:34,5.4,3.68,,,,,
899,5/27/22 11:39,5.4,3.68,,,,,
900,5/27/22 11:44,5.4,3.68,,,,,
901,5/27/22 11:49,5.4,3.68,,,,,
902,5/27/22 11:54,5.4,3.69,,,,,
903,5/27/22 11:59,5.4,3.68,,,,,
904,5/27/22 12:04,5.4,3.69,,,,,
905,5/27/22 12:09,5.4,3.69,,,,,
906,5/27/22 12:14,5.4,3.69,,,,,
907,5/27/22 12:19,5.4,3.68,,,,,
908,5/27/22 12:24,5.4,3.69,,,,,
909,5/27/22 12:29,5.4,3.7,,,,,
910,5/27/22 12:34,5.4,3.7,,,,,
911,5/27/22 12:39,5.4,3.7,,,,,
912,5/27/22 12:44,5.4,3.69,,,,,
913,5/27/22 12:49,5.4,3.7,,,,,
914,5/27/22 12:54,5.4,3.68,,,,,
915,5/27/22 12:59,5.4,3.71,,,,,
916,5/27/22 13:04,5.4,3.71,,,,,
917,5/27/22 13:09,5.4,3.7,,,,,
918,5/27/22 13:14,5.4,3.71,,,,,
919,5/27/22 13:19,5.4,3.7,,,,,
920,5/27/22 13:24,5.4,3.71,,,,,
921,5/27/22 13:29,5.4,3.73,,,,,
922,5/27/22 13:34,5.4,3.71,,,,,
923,5/27/22 13:39,5.4,3.71,,,,,
924,5/27/22 13:44,5.4,3.71,,,,,
925,5/27/22 13:49,5.4,3.71,,,,,
926,5/27/22 13:54,5.4,3.71,,,,,
927,5/27/22 13:59,5.4,3.73,,,,,
928,5/27/22 14:04,3.2,3.71,,,,,
929,5/27/22 14:09,3.2,3.71,,,,,
930,5/27/22 14:14,5.4,3.73,,,,,
931,5/27/22 14:19,3.2,3.73,,,,,
932,5/27/22 14:24,5.4,3.74,,,,,
933,5/27/22 14:29,5.4,3.73,,,,,
934,5/27/22 14:34,5.4,3.73,,,,,
935,5/27/22 14:39,5.4,3.73,,,,,
936,5/27/22 14:44,5.4,3.74,,,,,
937,5/27/22 14:49,5.4,3.73,,,,,
938,5/27/22 14:54,5.4,3.71,,,,,
939,5/27/22 14:59,5.4,3.73,,,,,
940,5/27/22 15:04,5.4,3.75,,,,,
941,5/27/22 15:09,5.4,3.73,,,,,
942,5/27/22 15:14,5.4,3.74,,,,,
943,5/27/22 15:19,5.4,3.74,,,,,
944,5/27/22 15:24,5.4,3.74,,,,,
945,5/27/22 15:29,5.4,3.74,,,,,
946,5/27/22 15:34,5.4,3.73,,,,,
947,5/27/22 15:39,5.4,3.74,,,,,
948,5/27/22 15:44,5.4,3.73,,,,,
949,5/27/22 15:49,5.4,3.74,,,,,
950,5/27/22 15:54,5.4,3.74,,,,,
951,5/27/22 15:59,5.4,3.75,,,,,
952,5/27/22 16:04,5.4,3.74,,,,,
953,5/27/22 16:09,5.4,3.75,,,,,
954,5/27/22 16:14,2.1,3.74,,,,,
955,5/27/22 16:19,5.4,3.74,,,,,
956,5/27/22 16:24,5.4,3.75,,,,,
957,5/27/22 16:29,5.4,3.75,,,,,
958,5/27/22 16:34,3.2,3.75,,,,,
959,5/27/22 16:39,5.4,3.74,,,,,
960,5/27/22 16:44,5.4,3.75,,,,,
961,5/27/22 16:49,5.4,3.75,,,,,
962,5/27/22 16:54,5.4,3.74,,,,,
963,5/27/22 16:59,5.4,3.75,,,,,
964,5/27/22 17:04,3.2,3.75,,,,,
965,5/27/22 17:09,5.4,3.75,,,,,
966,5/27/22 17:14,5.4,3.75,,,,,
967,5/27/22 17:19,2.1,3.75,,,,,
968,5/27/22 17:24,5.4,3.77,,,,,
969,5/27/22 17:29,3.2,3.74,,,,,
970,5/27/22 17:34,5.4,3.75,,,,,
971,5/27/22 17:39,3.2,3.75,,,,,
972,5/27/22 17:44,5.4,3.75,,,,,
973,5/27/22 17:49,5.4,3.77,,,,,
974,5/27/22 17:54,5.4,3.77,,,,,
975,5/27/22 17:59,5.4,3.77,,,,,
976,5/27/22 18:04,5.4,3.77,,,,,
977,5/27/22 18:09,5.4,3.77,,,,,
978,5/27/22 18:14,5.4,3.77,,,,,
979,5/27/22 18:19,5.4,3.77,,,,,
980,5/27/22 18:24,5.4,3.77,,,,,
981,5/27/22 18:29,5.4,3.78,,,,,
982,5/27/22 18:34,5.4,3.78,,,,,
983,5/27/22 18:39,5.4,3.78,,,,,
984,5/27/22 18:44,5.4,3.77,,,,,
985,5/27/22 18:49,5.4,3.78,,,,,
986,5/27/22 18:54,5.4,3.77,,,,,
987,5/27/22 18:59,5.4,3.77,,,,,
988,5/27/22 19:04,5.4,3.78,,,,,
989,5/27/22 19:09,5.4,3.78,,,,,
990,5/27/22 19:14,5.4,3.78,,,,,
991,5/27/22 19:19,3.2,3.77,,,,,
992,5/27/22 19:24,2.1,3.78,,,,,
993,5/27/22 19:29,5.4,3.77,,,,,
994,5/27/22 19:34,5.4,3.78,,,,,
995,5/27/22 19:39,5.4,3.78,,,,,
996,5/27/22 19:44,5.4,3.78,,,,,
997,5/27/22 19:49,5.4,3.78,,,,,
998,5/27/22 19:54,5.4,3.79,,,,,
999,5/27/22 19:59,5.4,3.79,,,,,
1000,5/27/22 20:04,5.4,3.78,,,,,
1001,5/27/22 20:09,5.4,3.78,,,,,
1002,5/27/22 20:14,5.4,3.78,,,,,
1003,5/27/22 20:19,5.4,3.79,,,,,
1004,5/27/22 20:24,3.2,3.79,,,,,
1005,5/27/22 20:29,5.4,3.79,,,,,
1006,5/27/22 20:34,5.4,3.78,,,,,
1007,5/27/22 20:39,5.4,3.78,,,,,
1008,5/27/22 20:44,5.4,3.78,,,,,
1009,5/27/22 20:49,3.2,3.79,,,,,
1010,5/27/22 20:54,5.4,3.79,,,,,
1011,5/27/22 20:59,5.4,3.79,,,,,
1012,5/27/22 21:04,3.2,3.79,,,,,
1013,5/27/22 21:09,5.4,3.79,,,,,
1014,5/27/22 21:14,5.4,3.79,,,,,
1015,5/27/22 21:19,3.2,3.81,,,,,
1016,5/27/22 21:24,5.4,3.79,,,,,
1017,5/27/22 21:29,5.4,3.79,,,,,
1018,5/27/22 21:34,3.2,3.79,,,,,
1019,5/27/22 21:39,5.4,3.79,,,,,
1020,5/27/22 21:44,5.4,3.81,,,,,
1021,5/27/22 21:49,5.4,3.81,,,,,
1022,5/27/22 21:54,3.2,3.81,,,,,
1023,5/27/22 21:59,5.4,3.81,,,,,
1024,5/27/22 22:04,5.4,3.81,,,,,
1025,5/27/22 22:09,5.4,3.81,,,,,
1026,5/27/22 22:14,5.4,3.79,,,,,
1027,5/27/22 22:19,5.4,3.81,,,,,
1028,5/27/22 22:24,5.4,3.81,,,,,
1029,5/27/22 22:29,5.4,3.81,,,,,
1030,5/27/22 22:34,5.4,3.79,,,,,
1031,5/27/22 22:39,5.4,3.82,,,,,
1032,5/27/22 22:44,5.4,3.82,,,,,
1033,5/27/22 22:49,5.4,3.81,,,,,
1034,5/27/22 22:54,5.4,3.81,,,,,
1035,5/27/22 22:59,5.4,3.81,,,,,
1036,5/27/22 23:04,5.4,3.82,,,,,
1037,5/27/22 23:09,5.4,3.82,,,,,
1038,5/27/22 23:14,5.4,3.81,,,,,
1039,5/27/22 23:19,5.4,3.82,,,,,
1040,5/27/22 23:24,5.4,3.82,,,,,
1041,5/27/22 23:29,5.4,3.82,,,,,
1042,5/27/22 23:34,5.4,3.82,,,,,
1043,5/27/22 23:39,5.4,3.83,,,,,
1044,5/27/22 23:44,5.4,3.81,,,,,
1045,5/27/22 23:49,17.1,3.83,,,,,
1046,5/27/22 23:54,5.4,3.82,,,,,
1047,5/27/22 23:59,5.4,3.82,,,,,
1048,5/28/22 0:04,3.2,3.83,,,,,
1049,5/28/22 0:09,5.4,3.83,,,,,
1050,5/28/22 0:14,5.4,3.83,,,,,
1051,5/28/22 0:19,5.4,3.82,,,,,
1052,5/28/22 0:24,5.4,3.83,,,,,
1053,5/28/22 0:29,5.4,3.83,,,,,
1054,5/28/22 0:34,5.4,3.84,,,,,
1055,5/28/22 0:39,3.2,3.83,,,,,
1056,5/28/22 0:44,5.4,3.83,,,,,
1057,5/28/22 0:49,5.4,3.83,,,,,
1058,5/28/22 0:54,5.4,3.84,,,,,
1059,5/28/22 0:59,5.4,3.84,,,,,
1060,5/28/22 1:04,5.4,3.84,,,,,
1061,5/28/22 1:09,5.4,3.84,,,,,
1062,5/28/22 1:14,5.4,3.84,,,,,
1063,5/28/22 1:19,2.1,3.84,,,,,
1064,5/28/22 1:24,5.4,3.84,,,,,
1065,5/28/22 1:29,5.4,3.86,,,,,
1066,5/28/22 1:34,5.4,3.86,,,,,
1067,5/28/22 1:39,3.2,3.86,,,,,
1068,5/28/22 1:44,5.4,3.84,,,,,
1069,5/28/22 1:49,5.4,3.84,,,,,
1070,5/28/22 1:54,5.4,3.86,,,,,
1071,5/28/22 1:59,5.4,3.84,,,,,
1072,5/28/22 2:04,5.4,3.86,,,,,
1073,5/28/22 2:09,3.2,3.86,,,,,
1074,5/28/22 2:14,5.4,3.86,,,,,
1075,5/28/22 2:19,5.4,3.86,,,,,
1076,5/28/22 2:24,3.2,3.86,,,,,
1077,5/28/22 2:29,5.4,3.86,,,,,
1078,5/28/22 2:34,5.4,3.86,,,,,
1079,5/28/22 2:39,5.4,3.87,,,,,
1080,5/28/22 2:44,5.4,3.87,,,,,
1081,5/28/22 2:49,5.4,3.87,,,,,
1082,5/28/22 2:54,5.4,3.87,,,,,
1083,5/28/22 2:59,3.2,3.87,,,,,
1084,5/28/22 3:04,5.4,3.88,,,,,
1085,5/28/22 3:09,5.4,3.88,,,,,
1086,5/28/22 3:14,5.4,3.88,,,,,
1087,5/28/22 3:19,5.4,3.88,,,,,
1088,5/28/22 3:24,3.2,3.87,,,,,
1089,5/28/22 3:29,5.4,3.88,,,,,
1090,5/28/22 3:34,3.2,3.88,,,,,
1091,5/28/22 3:39,5.4,3.87,,,,,
1092,5/28/22 3:44,3.2,3.88,,,,,
1093,5/28/22 3:49,5.4,3.9,,,,,
1094,5/28/22 3:54,5.4,3.9,,,,,
1095,5/28/22 3:59,5.4,3.9,,,,,
