Plot Title: 21135139,,,,,,,,
#,"Date Time, GMT-06:00","Full Range, μS/cm (LGR S/N: 21135139, SEN S/N: 21135139)",temperature_C,"Temp, °F (LGR S/N: 21135139, SEN S/N: 21135139)",Coupler Detached (LGR S/N: 21135139),Coupler Attached (LGR S/N: 21135139),Host Connected (LGR S/N: 21135139),End Of File (LGR S/N: 21135139)
1125,4/18/22 17:20,62.7,8.55,47.39,,,,
1126,4/18/22 17:30,62.7,8.55,47.39,,,,
1127,4/18/22 17:40,63,8.55,47.39,,,,
1128,4/18/22 17:50,62.7,8.55,47.39,,,,
1129,4/18/22 18:00,62.7,8.572222222,47.43,,,,
1130,4/18/22 18:10,63,8.577777778,47.44,,,,
1131,4/18/22 18:20,63,8.588888889,47.46,,,,
1132,4/18/22 18:30,63,8.611111111,47.5,,,,
1133,4/18/22 18:40,63,8.611111111,47.5,,,,
1134,4/18/22 18:50,63,8.622222222,47.52,,,,
1135,4/18/22 19:00,63,8.622222222,47.52,,,,
1136,4/18/22 19:10,63,8.622222222,47.52,,,,
1137,4/18/22 19:20,63.4,8.638888889,47.55,,,,
1138,4/18/22 19:30,63.4,8.672222222,47.61,,,,
1139,4/18/22 19:40,63.4,8.672222222,47.61,,,,
1140,4/18/22 19:50,63.4,8.661111111,47.59,,,,
1141,4/18/22 20:00,63.8,8.638888889,47.55,,,,
1142,4/18/22 20:10,63.8,8.638888889,47.55,,,,
1143,4/18/22 20:20,63.4,8.627777778,47.53,,,,
1144,4/18/22 20:30,63.4,8.627777778,47.53,,,,
1145,4/18/22 20:40,63.8,8.627777778,47.53,,,,
1146,4/18/22 20:50,63.8,8.627777778,47.53,,,,
1147,4/18/22 21:00,63.8,8.627777778,47.53,,,,
1148,4/18/22 21:10,63.8,8.627777778,47.53,,,,
1149,4/18/22 21:20,63.8,8.622222222,47.52,,,,
1150,4/18/22 21:30,63.8,8.622222222,47.52,,,,
1151,4/18/22 21:40,63.4,8.622222222,47.52,,,,
1152,4/18/22 21:50,63.8,8.622222222,47.52,,,,
1153,4/18/22 22:00,63.8,8.622222222,47.52,,,,
1154,4/18/22 22:10,63.4,8.622222222,47.52,,,,
1155,4/18/22 22:20,63.4,8.622222222,47.52,,,,
1156,4/18/22 22:30,63.8,8.627777778,47.53,,,,
1157,4/18/22 22:40,63.4,8.622222222,47.52,,,,
1158,4/18/22 22:50,63.4,8.622222222,47.52,,,,
1159,4/18/22 23:00,63.4,8.611111111,47.5,,,,
1160,4/18/22 23:10,63.4,8.611111111,47.5,,,,
1161,4/18/22 23:20,63.8,8.611111111,47.5,,,,
1162,4/18/22 23:30,63.4,8.611111111,47.5,,,,
1163,4/18/22 23:40,63.8,8.611111111,47.5,,,,
1164,4/18/22 23:50,63.8,8.611111111,47.5,,,,
1165,4/19/22 0:00,63.8,8.588888889,47.46,,,,
1166,4/19/22 0:10,28.1,5.7,42.26,,,,
1167,4/19/22 0:20,18.9,4.4,39.92,,,,
1168,4/19/22 0:30,15.8,3.538888889,38.37,,,,
1169,4/19/22 0:40,12.4,3.261111111,37.87,,,,
1170,4/19/22 0:50,11.2,3.177777778,37.72,,,,
1171,4/19/22 1:00,11.2,3.172222222,37.71,,,,
1172,4/19/22 1:10,11.2,3.15,37.67,,,,
1173,4/19/22 1:20,11.2,3.188888889,37.74,,,,
1174,4/19/22 1:30,10.8,3.188888889,37.74,,,,
1175,4/19/22 1:40,10.8,3.211111111,37.78,,,,
1176,4/19/22 1:50,10.8,3.211111111,37.78,,,,
1177,4/19/22 2:00,10.8,3.211111111,37.78,,,,
1178,4/19/22 2:10,11.2,3.227777778,37.81,,,,
1179,4/19/22 2:20,11.2,3.272222222,37.89,,,,
1180,4/19/22 2:30,10.8,3.277777778,37.9,,,,
1181,4/19/22 2:40,10.8,3.322222222,37.98,,,,
1182,4/19/22 2:50,11.2,3.361111111,38.05,,,,
1183,4/19/22 3:00,11.2,3.372222222,38.07,,,,
1184,4/19/22 3:10,11.2,3.4,38.12,,,,
1185,4/19/22 3:20,11.2,3.438888889,38.19,,,,
1186,4/19/22 3:30,11.2,3.461111111,38.23,,,,
1187,4/19/22 3:40,11.2,3.472222222,38.25,,,,
1188,4/19/22 3:50,11.2,3.527777778,38.35,,,,
1189,4/19/22 4:00,11.6,3.55,38.39,,,,
1190,4/19/22 4:10,11.6,3.6,38.48,,,,
1191,4/19/22 4:20,11.6,3.65,38.57,,,,
1192,4/19/22 4:30,11.6,3.677777778,38.62,,,,
1193,4/19/22 4:40,11.6,3.738888889,38.73,,,,
1194,4/19/22 4:50,12,3.777777778,38.8,,,,
1195,4/19/22 5:00,11.6,3.827777778,38.89,,,,
1196,4/19/22 5:10,12,3.872222222,38.97,,,,
1197,4/19/22 5:20,12,3.922222222,39.06,,,,
1198,4/19/22 5:30,12,3.988888889,39.18,,,,
1199,4/19/22 5:40,12,4.061111111,39.31,,,,
1200,4/19/22 5:50,12,4.111111111,39.4,,,,
1201,4/19/22 6:00,12,4.177777778,39.52,,,,
1202,4/19/22 6:10,12,4.222222222,39.6,,,,
1203,4/19/22 6:20,12,4.272222222,39.69,,,,
1204,4/19/22 6:30,12,4.311111111,39.76,,,,
1205,4/19/22 6:40,12.4,4.372222222,39.87,,,,
1206,4/19/22 6:50,12,4.411111111,39.94,,,,
1207,4/19/22 7:00,12,4.461111111,40.03,,,,
1208,4/19/22 7:10,12,4.5,40.1,,,,
1209,4/19/22 7:20,12,4.55,40.19,,,,
1210,4/19/22 7:30,12,4.6,40.28,,,,
1211,4/19/22 7:40,12.3,4.7,40.46,,,,
1212,4/19/22 7:50,12,4.727777778,40.51,,,,
1213,4/19/22 8:00,12,4.772222222,40.59,,,,
1214,4/19/22 8:10,12,4.8,40.64,,,,
1215,4/19/22 8:20,12,4.872222222,40.77,,,,
1216,4/19/22 8:30,12.3,4.927777778,40.87,,,,
1217,4/19/22 8:40,12,5,41,,,,
1218,4/19/22 8:50,12.7,5.088888889,41.16,,,,
1219,4/19/22 9:00,12.3,5.15,41.27,,,,
1220,4/19/22 9:10,12,5.227777778,41.41,,,,
1221,4/19/22 9:20,12.3,5.361111111,41.65,,,,
1222,4/19/22 9:30,12.3,5.611111111,42.1,,,,
1223,4/19/22 9:40,12.3,5.727777778,42.31,,,,
1224,4/19/22 9:50,12.7,5.8,42.44,,,,
1225,4/19/22 10:00,12.3,5.838888889,42.51,,,,
1226,4/19/22 10:10,12.3,5.911111111,42.64,,,,
1227,4/19/22 10:20,12.3,5.961111111,42.73,,,,
1228,4/19/22 10:30,12.3,6.022222222,42.84,,,,
1229,4/19/22 10:40,12.3,6.072222222,42.93,,,,
1230,4/19/22 10:50,12.3,6.138888889,43.05,,,,
1231,4/19/22 11:00,12.7,6.188888889,43.14,,,,
1232,4/19/22 11:10,12.7,6.25,43.25,,,,
1233,4/19/22 11:20,12.7,6.288888889,43.32,,,,
1234,4/19/22 11:30,12.7,6.35,43.43,,,,
1235,4/19/22 11:40,12.3,6.4,43.52,,,,
1236,4/19/22 11:50,12.7,6.477777778,43.66,,,,
1237,4/19/22 12:00,12.3,6.55,43.79,,,,
1238,4/19/22 12:10,13.1,6.622222222,43.92,,,,
1239,4/19/22 12:20,13.1,6.661111111,43.99,,,,
1240,4/19/22 12:30,13.1,6.722222222,44.1,,,,
1241,4/19/22 12:40,13.1,6.8,44.24,,,,
1242,4/19/22 12:50,12.7,6.888888889,44.4,,,,
1243,4/19/22 13:00,12.7,6.938888889,44.49,,,,
1244,4/19/22 13:10,12.7,6.977777778,44.56,,,,
1245,4/19/22 13:20,13.1,7.027777778,44.65,,,,
1246,4/19/22 13:30,13.1,7.072222222,44.73,,,,
1247,4/19/22 13:40,12.7,7.111111111,44.8,,,,
1248,4/19/22 13:50,13.1,7.15,44.87,,,,
1249,4/19/22 14:00,13.1,7.222222222,45,,,,
1250,4/19/22 14:10,13.1,7.3,45.14,,,,
1251,4/19/22 14:20,12.7,7.377777778,45.28,,,,
1252,4/19/22 14:30,13.1,7.45,45.41,,,,
1253,4/19/22 14:40,13.1,7.488888889,45.48,,,,
1254,4/19/22 14:50,12.7,7.572222222,45.63,,,,
1255,4/19/22 15:00,13.1,7.65,45.77,,,,
1256,4/19/22 15:10,12.7,7.722222222,45.9,,,,
1257,4/19/22 15:20,12.7,7.772222222,45.99,,,,
1258,4/19/22 15:30,13.1,7.811111111,46.06,,,,
1259,4/19/22 15:40,13.1,7.85,46.13,,,,
1260,4/19/22 15:50,12.7,7.838888889,46.11,,,,
1261,4/19/22 16:00,13.1,7.811111111,46.06,,,,
1262,4/19/22 16:10,13.1,7.772222222,45.99,,,,
1263,4/19/22 16:20,13.1,7.711111111,45.88,,,,
1264,4/19/22 16:30,13.1,7.672222222,45.81,,,,
1265,4/19/22 16:40,13.1,7.677777778,45.82,,,,
1266,4/19/22 16:50,13.1,7.661111111,45.79,,,,
1267,4/19/22 17:00,13.1,7.538888889,45.57,,,,
1268,4/19/22 17:10,12.3,6.622222222,43.92,,,,
1269,4/19/22 17:20,11.9,5.411111111,41.74,,,,
1270,4/19/22 17:30,11.6,4.461111111,40.03,,,,
1271,4/19/22 17:40,11.6,3.827777778,38.89,,,,
1272,4/19/22 17:50,11.2,3.422222222,38.16,,,,
1273,4/19/22 18:00,10.8,3.261111111,37.87,,,,
1274,4/19/22 18:10,10.8,3.027777778,37.45,,,,
1275,4/19/22 18:20,10.4,2.872222222,37.17,,,,
1276,4/19/22 18:30,10.4,2.738888889,36.93,,,,
1277,4/19/22 18:40,10.4,2.638888889,36.75,,,,
1278,4/19/22 18:50,10.4,2.588888889,36.66,,,,
1279,4/19/22 19:00,10.4,2.527777778,36.55,,,,
1280,4/19/22 19:10,10.4,2.45,36.41,,,,
1281,4/19/22 19:20,10.4,2.422222222,36.36,,,,
1282,4/19/22 19:30,10.4,2.411111111,36.34,,,,
1283,4/19/22 19:40,10.4,2.372222222,36.27,,,,
1284,4/19/22 19:50,10.4,2.361111111,36.25,,,,
1285,4/19/22 20:00,10.4,2.361111111,36.25,,,,
1286,4/19/22 20:10,10.4,2.361111111,36.25,,,,
1287,4/19/22 20:20,10.4,2.372222222,36.27,,,,
1288,4/19/22 20:30,10.4,2.372222222,36.27,,,,
1289,4/19/22 20:40,10.4,2.361111111,36.25,,,,
1290,4/19/22 20:50,10.4,2.388888889,36.3,,,,
1291,4/19/22 21:00,10.4,2.4,36.32,,,,
1292,4/19/22 21:10,10.4,2.411111111,36.34,,,,
1293,4/19/22 21:20,10.1,2.422222222,36.36,,,,
1294,4/19/22 21:30,10.4,2.422222222,36.36,,,,
1295,4/19/22 21:40,10.1,2.438888889,36.39,,,,
1296,4/19/22 21:50,10.4,2.438888889,36.39,,,,
1297,4/19/22 22:00,10.4,2.45,36.41,,,,
1298,4/19/22 22:10,10.4,2.477777778,36.46,,,,
1299,4/19/22 22:20,10.4,2.477777778,36.46,,,,
1300,4/19/22 22:30,10.4,2.488888889,36.48,,,,
1301,4/19/22 22:40,10.1,2.5,36.5,,,,
1302,4/19/22 22:50,10.4,2.527777778,36.55,,,,
1303,4/19/22 23:00,10.1,2.527777778,36.55,,,,
1304,4/19/22 23:10,10.1,2.538888889,36.57,,,,
1305,4/19/22 23:20,10.1,2.55,36.59,,,,
1306,4/19/22 23:30,10.4,2.572222222,36.63,,,,
1307,4/19/22 23:40,10.1,2.577777778,36.64,,,,
1308,4/19/22 23:50,9.7,2.577777778,36.64,,,,
1309,4/20/22 0:00,10.1,2.6,36.68,,,,
1310,4/20/22 0:10,10.1,2.6,36.68,,,,
1311,4/20/22 0:20,10.1,2.6,36.68,,,,
1312,4/20/22 0:30,9.7,2.638888889,36.75,,,,
1313,4/20/22 0:40,10.1,2.65,36.77,,,,
1314,4/20/22 0:50,9.7,2.672222222,36.81,,,,
1315,4/20/22 1:00,10.1,2.677777778,36.82,,,,
1316,4/20/22 1:10,9.7,2.688888889,36.84,,,,
1317,4/20/22 1:20,9.7,2.722222222,36.9,,,,
1318,4/20/22 1:30,9.7,2.722222222,36.9,,,,
1319,4/20/22 1:40,9.7,2.738888889,36.93,,,,
1320,4/20/22 1:50,9.7,2.772222222,36.99,,,,
1321,4/20/22 2:00,9.7,2.777777778,37,,,,
1322,4/20/22 2:10,9.7,2.8,37.04,,,,
1323,4/20/22 2:20,9.7,2.811111111,37.06,,,,
1324,4/20/22 2:30,9.7,2.822222222,37.08,,,,
1325,4/20/22 2:40,9.7,2.827777778,37.09,,,,
1326,4/20/22 2:50,9.7,2.861111111,37.15,,,,
1327,4/20/22 3:00,9.7,2.872222222,37.17,,,,
1328,4/20/22 3:10,9.7,2.911111111,37.24,,,,
1329,4/20/22 3:20,9.7,2.911111111,37.24,,,,
1330,4/20/22 3:30,9.7,2.938888889,37.29,,,,
1331,4/20/22 3:40,9.7,2.922222222,37.26,,,,
1332,4/20/22 3:50,9.7,2.938888889,37.29,,,,
1333,4/20/22 4:00,9.7,2.961111111,37.33,,,,
1334,4/20/22 4:10,9.7,2.972222222,37.35,,,,
1335,4/20/22 4:20,9.7,2.972222222,37.35,,,,
1336,4/20/22 4:30,9.7,2.988888889,37.38,,,,
1337,4/20/22 4:40,9.7,3,37.4,,,,
1338,4/20/22 4:50,9.7,3.011111111,37.42,,,,
1339,4/20/22 5:00,9.7,3.038888889,37.47,,,,
1340,4/20/22 5:10,9.7,3.038888889,37.47,,,,
1341,4/20/22 5:20,9.7,3.077777778,37.54,,,,
1342,4/20/22 5:30,9.7,3.077777778,37.54,,,,
1343,4/20/22 5:40,9.3,3.088888889,37.56,,,,
1344,4/20/22 5:50,9.3,3.122222222,37.62,,,,
1345,4/20/22 6:00,9.7,3.127777778,37.63,,,,
1346,4/20/22 6:10,9.7,3.15,37.67,,,,
1347,4/20/22 6:20,9.3,3.177777778,37.72,,,,
1348,4/20/22 6:30,9.3,3.211111111,37.78,,,,
1349,4/20/22 6:40,9.3,3.227777778,37.81,,,,
1350,4/20/22 6:50,9.3,3.272222222,37.89,,,,
1351,4/20/22 7:00,9.3,3.288888889,37.92,,,,
1352,4/20/22 7:10,9.3,3.35,38.03,,,,
1353,4/20/22 7:20,9.7,3.361111111,38.05,,,,
1354,4/20/22 7:30,9.3,3.4,38.12,,,,
1355,4/20/22 7:40,9.7,3.422222222,38.16,,,,
1356,4/20/22 7:50,9.3,3.45,38.21,,,,
1357,4/20/22 8:00,9.7,3.461111111,38.23,,,,
1358,4/20/22 8:10,9.3,3.511111111,38.32,,,,
1359,4/20/22 8:20,9.3,3.538888889,38.37,,,,
1360,4/20/22 8:30,9.3,3.561111111,38.41,,,,
1361,4/20/22 8:40,9.7,3.577777778,38.44,,,,
1362,4/20/22 8:50,9.3,3.65,38.57,,,,
1363,4/20/22 9:00,9.3,3.7,38.66,,,,
1364,4/20/22 9:10,9.7,3.761111111,38.77,,,,
1365,4/20/22 9:20,9.3,3.788888889,38.82,,,,
1366,4/20/22 9:30,9.3,3.827777778,38.89,,,,
1367,4/20/22 9:40,9.3,3.872222222,38.97,,,,
1368,4/20/22 9:50,9.3,3.922222222,39.06,,,,
1369,4/20/22 10:00,9.7,3.972222222,39.15,,,,
1370,4/20/22 10:10,9.7,4.011111111,39.22,,,,
1371,4/20/22 10:20,9.3,4.05,39.29,,,,
1372,4/20/22 10:30,9.6,4.177777778,39.52,,,,
1373,4/20/22 10:40,9.6,4.277777778,39.7,,,,
1374,4/20/22 10:50,9.6,4.361111111,39.85,,,,
1375,4/20/22 11:00,9.6,4.427777778,39.97,,,,
1376,4/20/22 11:10,9.6,4.477777778,40.06,,,,
1377,4/20/22 11:20,10,4.511111111,40.12,,,,
1378,4/20/22 11:30,9.6,4.627777778,40.33,,,,
1379,4/20/22 11:40,9.6,4.677777778,40.42,,,,
1380,4/20/22 11:50,9.6,4.727777778,40.51,,,,
1381,4/20/22 12:00,10,4.788888889,40.62,,,,
1382,4/20/22 12:10,9.6,4.822222222,40.68,,,,
1383,4/20/22 12:20,9.6,4.977777778,40.96,,,,
1384,4/20/22 12:30,9.6,5.111111111,41.2,,,,
1385,4/20/22 12:40,9.6,5.2,41.36,,,,
1386,4/20/22 12:50,9.6,5.25,41.45,,,,
1387,4/20/22 13:00,9.6,5.322222222,41.58,,,,
1388,4/20/22 13:10,9.6,5.372222222,41.67,,,,
1389,4/20/22 13:20,9.6,5.411111111,41.74,,,,
1390,4/20/22 13:30,9.6,5.411111111,41.74,,,,
1391,4/20/22 13:40,10,5.361111111,41.65,,,,
1392,4/20/22 13:50,9.6,5.361111111,41.65,,,,
1393,4/20/22 14:00,9.6,5.338888889,41.61,,,,
1394,4/20/22 14:10,9.6,5.338888889,41.61,,,,
1395,4/20/22 14:20,10,5.372222222,41.67,,,,
1396,4/20/22 14:30,9.6,5.377777778,41.68,,,,
1397,4/20/22 14:40,9.6,5.427777778,41.77,,,,
1398,4/20/22 14:50,9.6,5.461111111,41.83,,,,
1399,4/20/22 15:00,9.6,5.477777778,41.86,,,,
1400,4/20/22 15:10,9.6,5.522222222,41.94,,,,
1401,4/20/22 15:20,10,5.511111111,41.92,,,,
1402,4/20/22 15:30,9.6,5.511111111,41.92,,,,
1403,4/20/22 15:40,10,5.511111111,41.92,,,,
1404,4/20/22 15:50,9.6,5.55,41.99,,,,
1405,4/20/22 16:00,9.6,5.6,42.08,,,,
1406,4/20/22 16:10,9.6,5.661111111,42.19,,,,
1407,4/20/22 16:20,10,5.7,42.26,,,,
1408,4/20/22 16:30,9.6,5.727777778,42.31,,,,
1409,4/20/22 16:40,9.6,5.2,41.36,,,,
1410,4/20/22 16:50,9.6,4.6,40.28,,,,
1411,4/20/22 17:00,9.3,3.911111111,39.04,,,,
1412,4/20/22 17:10,9.3,3.411111111,38.14,,,,
1413,4/20/22 17:20,9.3,3,37.4,,,,
1414,4/20/22 17:30,9.3,2.738888889,36.93,,,,
1415,4/20/22 17:40,9.3,2.577777778,36.64,,,,
1416,4/20/22 17:50,9.3,2.461111111,36.43,,,,
1417,4/20/22 18:00,8.9,2.411111111,36.34,,,,
1418,4/20/22 18:10,8.9,2.35,36.23,,,,
1419,4/20/22 18:20,9.3,2.272222222,36.09,,,,
1420,4/20/22 18:30,9.3,2.272222222,36.09,,,,
1421,4/20/22 18:40,8.9,2.227777778,36.01,,,,
1422,4/20/22 18:50,9.3,2.227777778,36.01,,,,
1423,4/20/22 19:00,8.9,2.211111111,35.98,,,,
1424,4/20/22 19:10,8.9,2.188888889,35.94,,,,
1425,4/20/22 19:20,9.3,2.188888889,35.94,,,,
1426,4/20/22 19:30,9.3,2.188888889,35.94,,,,
1427,4/20/22 19:40,8.9,2.211111111,35.98,,,,
1428,4/20/22 19:50,8.5,2.222222222,36,,,,
1429,4/20/22 20:00,8.9,2.222222222,36,,,,
1430,4/20/22 20:10,9.3,2.25,36.05,,,,
1431,4/20/22 20:20,9.3,2.261111111,36.07,,,,
1432,4/20/22 20:30,9.3,2.272222222,36.09,,,,
1433,4/20/22 20:40,8.9,2.272222222,36.09,,,,
1434,4/20/22 20:50,8.9,2.277777778,36.1,,,,
1435,4/20/22 21:00,9.3,2.3,36.14,,,,
1436,4/20/22 21:10,9.3,2.3,36.14,,,,
1437,4/20/22 21:20,9.3,2.311111111,36.16,,,,
1438,4/20/22 21:30,9.3,2.322222222,36.18,,,,
1439,4/20/22 21:40,9.3,2.327777778,36.19,,,,
1440,4/20/22 21:50,8.9,2.361111111,36.25,,,,
1441,4/20/22 22:00,8.5,2.361111111,36.25,,,,
1442,4/20/22 22:10,8.5,2.372222222,36.27,,,,
1443,4/20/22 22:20,8.5,2.388888889,36.3,,,,
1444,4/20/22 22:30,8.5,2.4,36.32,,,,
1445,4/20/22 22:40,8.5,2.4,36.32,,,,
1446,4/20/22 22:50,8.9,2.411111111,36.34,,,,
1447,4/20/22 23:00,8.5,2.422222222,36.36,,,,
1448,4/20/22 23:10,8.5,2.422222222,36.36,,,,
1449,4/20/22 23:20,8.5,2.438888889,36.39,,,,
1450,4/20/22 23:30,8.9,2.461111111,36.43,,,,
1451,4/20/22 23:40,8.5,2.461111111,36.43,,,,
1452,4/20/22 23:50,8.5,2.477777778,36.46,,,,
1453,4/21/22 0:00,8.5,2.477777778,36.46,,,,
1454,4/21/22 0:10,8.5,2.477777778,36.46,,,,
1455,4/21/22 0:20,8.9,2.488888889,36.48,,,,
1456,4/21/22 0:30,8.1,2.5,36.5,,,,
1457,4/21/22 0:40,8.5,2.5,36.5,,,,
1458,4/21/22 0:50,8.5,2.511111111,36.52,,,,
1459,4/21/22 1:00,8.5,2.527777778,36.55,,,,
1460,4/21/22 1:10,8.5,2.538888889,36.57,,,,
1461,4/21/22 1:20,8.1,2.538888889,36.57,,,,
1462,4/21/22 1:30,8.1,2.55,36.59,,,,
1463,4/21/22 1:40,8.1,2.572222222,36.63,,,,
1464,4/21/22 1:50,8.1,2.577777778,36.64,,,,
1465,4/21/22 2:00,8.1,2.588888889,36.66,,,,
1466,4/21/22 2:10,8.1,2.588888889,36.66,,,,
1467,4/21/22 2:20,8.1,2.6,36.68,,,,
1468,4/21/22 2:30,8.1,2.622222222,36.72,,,,
1469,4/21/22 2:40,8.1,2.622222222,36.72,,,,
1470,4/21/22 2:50,8.1,2.627777778,36.73,,,,
1471,4/21/22 3:00,8.1,2.638888889,36.75,,,,
1472,4/21/22 3:10,8.1,2.638888889,36.75,,,,
1473,4/21/22 3:20,8.1,2.65,36.77,,,,
1474,4/21/22 3:30,8.1,2.677777778,36.82,,,,
1475,4/21/22 3:40,8.1,2.677777778,36.82,,,,
1476,4/21/22 3:50,8.1,2.688888889,36.84,,,,
1477,4/21/22 4:00,8.1,2.711111111,36.88,,,,
1478,4/21/22 4:10,8.1,2.727777778,36.91,,,,
1479,4/21/22 4:20,8.1,2.738888889,36.93,,,,
1480,4/21/22 4:30,8.1,2.761111111,36.97,,,,
1481,4/21/22 4:40,8.1,2.777777778,37,,,,
1482,4/21/22 4:50,8.1,2.8,37.04,,,,
1483,4/21/22 5:00,8.1,2.811111111,37.06,,,,
1484,4/21/22 5:10,8.1,2.822222222,37.08,,,,
1485,4/21/22 5:20,8.1,2.85,37.13,,,,
1486,4/21/22 5:30,8.1,2.861111111,37.15,,,,
1487,4/21/22 5:40,8.1,2.861111111,37.15,,,,
1488,4/21/22 5:50,8.1,2.872222222,37.17,,,,
1489,4/21/22 6:00,8.1,2.9,37.22,,,,
1490,4/21/22 6:10,8.1,2.911111111,37.24,,,,
1491,4/21/22 6:20,8.1,2.938888889,37.29,,,,
1492,4/21/22 6:30,8.1,2.922222222,37.26,,,,
1493,4/21/22 6:40,8.1,2.961111111,37.33,,,,
1494,4/21/22 6:50,8.1,2.972222222,37.35,,,,
1495,4/21/22 7:00,8.1,2.972222222,37.35,,,,
1496,4/21/22 7:10,8.1,3.011111111,37.42,,,,
1497,4/21/22 7:20,8.1,3.038888889,37.47,,,,
1498,4/21/22 7:30,8.1,3.027777778,37.45,,,,
1499,4/21/22 7:40,8.1,3.05,37.49,,,,
1500,4/21/22 7:50,8.1,3.077777778,37.54,,,,
1501,4/21/22 8:00,8.1,3.077777778,37.54,,,,
1502,4/21/22 8:10,8.1,3.122222222,37.62,,,,
1503,4/21/22 8:20,8.1,3.138888889,37.65,,,,
1504,4/21/22 8:30,8.1,3.15,37.67,,,,
1505,4/21/22 8:40,8.1,3.172222222,37.71,,,,
1506,4/21/22 8:50,8.1,3.211111111,37.78,,,,
1507,4/21/22 9:00,8.1,3.238888889,37.83,,,,
1508,4/21/22 9:10,8.1,3.272222222,37.89,,,,
1509,4/21/22 9:20,8.1,3.322222222,37.98,,,,
1510,4/21/22 9:30,8.1,3.372222222,38.07,,,,
1511,4/21/22 9:40,8.1,3.411111111,38.14,,,,
1512,4/21/22 9:50,8.1,3.45,38.21,,,,
1513,4/21/22 10:00,8.1,3.488888889,38.28,,,,
1514,4/21/22 10:10,8.1,3.55,38.39,,,,
1515,4/21/22 10:20,8.1,3.611111111,38.5,,,,
1516,4/21/22 10:30,8.5,3.672222222,38.61,,,,
1517,4/21/22 10:40,8.9,3.738888889,38.73,,,,
1518,4/21/22 10:50,8.5,3.777777778,38.8,,,,
1519,4/21/22 11:00,8.1,3.838888889,38.91,,,,
1520,4/21/22 11:10,8.5,3.872222222,38.97,,,,
1521,4/21/22 11:20,8.5,3.927777778,39.07,,,,
1522,4/21/22 11:30,8.5,3.988888889,39.18,,,,
1523,4/21/22 11:40,8.5,4.05,39.29,,,,
1524,4/21/22 11:50,8.5,4.111111111,39.4,,,,
1525,4/21/22 12:00,8.9,4.127777778,39.43,,,,
1526,4/21/22 12:10,8.9,4.222222222,39.6,,,,
1527,4/21/22 12:20,8.9,4.25,39.65,,,,
1528,4/21/22 12:30,8.5,4.372222222,39.87,,,,
1529,4/21/22 12:40,8.5,4.472222222,40.05,,,,
1530,4/21/22 12:50,8.5,4.538888889,40.17,,,,
1531,4/21/22 13:00,8.9,4.65,40.37,,,,
1532,4/21/22 13:10,8.9,4.738888889,40.53,,,,
1533,4/21/22 13:20,9.3,4.861111111,40.75,,,,
1534,4/21/22 13:30,8.9,4.961111111,40.93,,,,
1535,4/21/22 13:40,9.2,5.022222222,41.04,,,,
1536,4/21/22 13:50,8.9,5.122222222,41.22,,,,
1537,4/21/22 14:00,9.2,5.211111111,41.38,,,,
1538,4/21/22 14:10,8.9,5.272222222,41.49,,,,
1539,4/21/22 14:20,9.2,5.372222222,41.67,,,,
1540,4/21/22 14:30,8.9,5.461111111,41.83,,,,
1541,4/21/22 14:40,9.2,5.438888889,41.79,,,,
1542,4/21/22 14:50,8.9,5.411111111,41.74,,,,
1543,4/21/22 15:00,8.9,5.061111111,41.11,,,,
1544,4/21/22 15:10,8.9,4.638888889,40.35,,,,
1545,4/21/22 15:20,8.9,4.288888889,39.72,,,,
1546,4/21/22 15:30,8.9,4,39.2,,,,
1547,4/21/22 15:40,8.5,3.738888889,38.73,,,,
1548,4/21/22 15:50,8.5,3.361111111,38.05,,,,
1549,4/21/22 16:00,8.5,2.972222222,37.35,,,,
1550,4/21/22 16:10,8.5,2.677777778,36.82,,,,
1551,4/21/22 16:20,8.1,2.372222222,36.27,,,,
1552,4/21/22 16:30,8.1,2.25,36.05,,,,
1553,4/21/22 16:40,8.1,2.127777778,35.83,,,,
1554,4/21/22 16:50,7.7,2.05,35.69,,,,
1555,4/21/22 17:00,8.1,1.988888889,35.58,,,,
1556,4/21/22 17:10,8.1,1.938888889,35.49,,,,
1557,4/21/22 17:20,8.1,1.911111111,35.44,,,,
1558,4/21/22 17:30,8.1,1.872222222,35.37,,,,
1559,4/21/22 17:40,8.1,1.927777778,35.47,,,,
1560,4/21/22 17:50,8.1,1.938888889,35.49,,,,
1561,4/21/22 18:00,8.5,1.961111111,35.53,,,,
1562,4/21/22 18:10,8.5,1.988888889,35.58,,,,
1563,4/21/22 18:20,8.5,2.011111111,35.62,,,,
1564,4/21/22 18:30,8.5,2.011111111,35.62,,,,
1565,4/21/22 18:40,8.5,2.011111111,35.62,,,,
1566,4/21/22 18:50,8.1,2.027777778,35.65,,,,
1567,4/21/22 19:00,8.1,2.038888889,35.67,,,,
1568,4/21/22 19:10,8.1,2.05,35.69,,,,
1569,4/21/22 19:20,8.1,2.072222222,35.73,,,,
1570,4/21/22 19:30,8.1,2.072222222,35.73,,,,
1571,4/21/22 19:40,8.1,2.05,35.69,,,,
1572,4/21/22 19:50,8.1,2.072222222,35.73,,,,
1573,4/21/22 20:00,8.1,2.072222222,35.73,,,,
1574,4/21/22 20:10,8.1,2.072222222,35.73,,,,
1575,4/21/22 20:20,8.1,2.077777778,35.74,,,,
1576,4/21/22 20:30,7.7,2.072222222,35.73,,,,
1577,4/21/22 20:40,7.4,2.072222222,35.73,,,,
