ID,time_sec,BV_volts,temp_C,DO_mgL,Q,datetime,sample_year,DO_mgL_avg,date,time
3816,1651733220,3.23,1.303,9.339,0.991,2022-05-05T06:47:00Z,2022,9.3322,5/4/22,23:47:00
3817,1651733280,3.23,1.314,9.329,0.991,2022-05-05T06:48:00Z,2022,9.3288,5/4/22,23:48:00
3818,1651733340,3.23,1.303,9.357,0.992,2022-05-05T06:49:00Z,2022,9.3346,5/4/22,23:49:00
3819,1651733400,3.23,1.325,9.336,0.991,2022-05-05T06:50:00Z,2022,9.336,5/4/22,23:50:00
3820,1651733460,3.23,1.325,9.325,0.991,2022-05-05T06:51:00Z,2022,9.3372,5/4/22,23:51:00
3821,1651733520,3.23,1.303,9.345,0.991,2022-05-05T06:52:00Z,2022,9.3384,5/4/22,23:52:00
3822,1651733580,3.23,1.303,9.34,0.991,2022-05-05T06:53:00Z,2022,9.3406,5/4/22,23:53:00
3823,1651733640,3.23,1.357,9.317,0.991,2022-05-05T06:54:00Z,2022,9.3326,5/4/22,23:54:00
3824,1651733700,3.23,1.314,9.343,0.991,2022-05-05T06:55:00Z,2022,9.334,5/4/22,23:55:00
3825,1651733760,3.23,1.303,9.347,0.991,2022-05-05T06:56:00Z,2022,9.3384,5/4/22,23:56:00
3826,1651733820,3.24,1.325,9.333,0.991,2022-05-05T06:57:00Z,2022,9.336,5/4/22,23:57:00
3827,1651733880,3.23,1.303,9.335,0.991,2022-05-05T06:58:00Z,2022,9.335,5/4/22,23:58:00
3828,1651733940,3.23,1.282,9.335,0.99,2022-05-05T06:59:00Z,2022,9.3386,5/4/22,23:59:00
3829,1651734000,3.23,1.282,9.329,0.99,2022-05-05T07:00:00Z,2022,9.3358,5/5/22,0:00:00
3830,1651734060,3.23,1.314,9.321,0.991,2022-05-05T07:01:00Z,2022,9.3306,5/5/22,0:01:00
3831,1651734120,3.23,1.26,9.355,0.991,2022-05-05T07:02:00Z,2022,9.335,5/5/22,0:02:00
3832,1651734180,3.23,1.282,9.351,0.991,2022-05-05T07:03:00Z,2022,9.3382,5/5/22,0:03:00
3833,1651734240,3.23,1.282,9.342,0.991,2022-05-05T07:04:00Z,2022,9.3396,5/5/22,0:04:00
3834,1651734300,3.23,1.314,9.332,0.991,2022-05-05T07:05:00Z,2022,9.3402,5/5/22,0:05:00
3835,1651734360,3.23,1.314,9.326,0.99,2022-05-05T07:06:00Z,2022,9.3412,5/5/22,0:06:00
3836,1651734420,3.24,1.325,9.334,0.991,2022-05-05T07:07:00Z,2022,9.337,5/5/22,0:07:00
3837,1651734480,3.23,1.314,9.335,0.991,2022-05-05T07:08:00Z,2022,9.3338,5/5/22,0:08:00
3838,1651734540,3.23,1.303,9.331,0.991,2022-05-05T07:09:00Z,2022,9.3316,5/5/22,0:09:00
3839,1651734600,3.23,1.325,9.321,0.99,2022-05-05T07:10:00Z,2022,9.3294,5/5/22,0:10:00
3840,1651734660,3.23,1.26,9.359,0.991,2022-05-05T07:11:00Z,2022,9.336,5/5/22,0:11:00
3841,1651734720,3.23,1.303,9.346,0.991,2022-05-05T07:12:00Z,2022,9.3384,5/5/22,0:12:00
3842,1651734780,3.23,1.314,9.339,0.991,2022-05-05T07:13:00Z,2022,9.3392,5/5/22,0:13:00
3843,1651734840,3.23,1.249,9.346,0.99,2022-05-05T07:14:00Z,2022,9.3422,5/5/22,0:14:00
3844,1651734900,3.23,1.292,9.34,0.991,2022-05-05T07:15:00Z,2022,9.346,5/5/22,0:15:00
3845,1651734960,3.23,1.292,9.348,0.991,2022-05-05T07:16:00Z,2022,9.3438,5/5/22,0:16:00
3846,1651735020,3.23,1.26,9.357,0.991,2022-05-05T07:17:00Z,2022,9.346,5/5/22,0:17:00
3847,1651735080,3.23,1.314,9.338,0.991,2022-05-05T07:18:00Z,2022,9.3458,5/5/22,0:18:00
3848,1651735140,3.23,1.303,9.336,0.991,2022-05-05T07:19:00Z,2022,9.3438,5/5/22,0:19:00
3849,1651735200,3.23,1.292,9.356,0.991,2022-05-05T07:20:00Z,2022,9.347,5/5/22,0:20:00
3850,1651735260,3.23,1.292,9.337,0.991,2022-05-05T07:21:00Z,2022,9.3448,5/5/22,0:21:00
3851,1651735320,3.23,1.303,9.343,0.991,2022-05-05T07:22:00Z,2022,9.342,5/5/22,0:22:00
3852,1651735380,3.23,1.292,9.339,0.991,2022-05-05T07:23:00Z,2022,9.3422,5/5/22,0:23:00
3853,1651735440,3.23,1.314,9.336,0.991,2022-05-05T07:24:00Z,2022,9.3422,5/5/22,0:24:00
3854,1651735500,3.23,1.303,9.332,0.991,2022-05-05T07:25:00Z,2022,9.3374,5/5/22,0:25:00
3855,1651735560,3.23,1.303,9.338,0.991,2022-05-05T07:26:00Z,2022,9.3376,5/5/22,0:26:00
3856,1651735620,3.23,1.314,9.335,0.991,2022-05-05T07:27:00Z,2022,9.336,5/5/22,0:27:00
3857,1651735680,3.23,1.282,9.337,0.99,2022-05-05T07:28:00Z,2022,9.3356,5/5/22,0:28:00
3858,1651735740,3.23,1.303,9.327,0.99,2022-05-05T07:29:00Z,2022,9.3338,5/5/22,0:29:00
3859,1651735800,3.23,1.303,9.329,0.991,2022-05-05T07:30:00Z,2022,9.3332,5/5/22,0:30:00
3860,1651735860,3.23,1.303,9.336,0.991,2022-05-05T07:31:00Z,2022,9.3328,5/5/22,0:31:00
3861,1651735920,3.23,1.325,9.327,0.991,2022-05-05T07:32:00Z,2022,9.3312,5/5/22,0:32:00
3862,1651735980,3.23,1.292,9.343,0.991,2022-05-05T07:33:00Z,2022,9.3324,5/5/22,0:33:00
3863,1651736040,3.23,1.325,9.317,0.99,2022-05-05T07:34:00Z,2022,9.3304,5/5/22,0:34:00
3864,1651736100,3.23,1.335,9.324,0.99,2022-05-05T07:35:00Z,2022,9.3294,5/5/22,0:35:00
3865,1651736160,3.23,1.292,9.333,0.99,2022-05-05T07:36:00Z,2022,9.3288,5/5/22,0:36:00
3866,1651736220,3.23,1.303,9.332,0.99,2022-05-05T07:37:00Z,2022,9.3298,5/5/22,0:37:00
3867,1651736280,3.23,1.303,9.345,0.991,2022-05-05T07:38:00Z,2022,9.3302,5/5/22,0:38:00
3868,1651736340,3.23,1.271,9.35,0.99,2022-05-05T07:39:00Z,2022,9.3368,5/5/22,0:39:00
3869,1651736400,3.23,1.282,9.361,0.991,2022-05-05T07:40:00Z,2022,9.3442,5/5/22,0:40:00
3870,1651736460,3.23,1.249,9.36,0.991,2022-05-05T07:41:00Z,2022,9.3496,5/5/22,0:41:00
3871,1651736520,3.23,1.335,9.333,0.991,2022-05-05T07:42:00Z,2022,9.3498,5/5/22,0:42:00
3872,1651736580,3.23,1.314,9.33,0.99,2022-05-05T07:43:00Z,2022,9.3468,5/5/22,0:43:00
3873,1651736640,3.23,1.292,9.332,0.99,2022-05-05T07:44:00Z,2022,9.3432,5/5/22,0:44:00
3874,1651736700,3.23,1.292,9.345,0.991,2022-05-05T07:45:00Z,2022,9.34,5/5/22,0:45:00
3875,1651736760,3.23,1.292,9.334,0.99,2022-05-05T07:46:00Z,2022,9.3348,5/5/22,0:46:00
3876,1651736820,3.23,1.303,9.332,0.991,2022-05-05T07:47:00Z,2022,9.3346,5/5/22,0:47:00
3877,1651736880,3.23,1.314,9.339,0.991,2022-05-05T07:48:00Z,2022,9.3364,5/5/22,0:48:00
3878,1651736940,3.23,1.282,9.346,0.991,2022-05-05T07:49:00Z,2022,9.3392,5/5/22,0:49:00
3879,1651737000,3.23,1.282,9.342,0.991,2022-05-05T07:50:00Z,2022,9.3386,5/5/22,0:50:00
3880,1651737060,3.23,1.282,9.346,0.991,2022-05-05T07:51:00Z,2022,9.341,5/5/22,0:51:00
3881,1651737120,3.23,1.26,9.349,0.991,2022-05-05T07:52:00Z,2022,9.3444,5/5/22,0:52:00
3882,1651737180,3.23,1.292,9.342,0.991,2022-05-05T07:53:00Z,2022,9.345,5/5/22,0:53:00
3883,1651737240,3.23,1.303,9.345,0.991,2022-05-05T07:54:00Z,2022,9.3448,5/5/22,0:54:00
3884,1651737300,3.23,1.292,9.338,0.991,2022-05-05T07:55:00Z,2022,9.344,5/5/22,0:55:00
3885,1651737360,3.23,1.282,9.364,0.992,2022-05-05T07:56:00Z,2022,9.3476,5/5/22,0:56:00
3886,1651737420,3.23,1.292,9.341,0.991,2022-05-05T07:57:00Z,2022,9.346,5/5/22,0:57:00
3887,1651737480,3.23,1.271,9.339,0.99,2022-05-05T07:58:00Z,2022,9.3454,5/5/22,0:58:00
3888,1651737540,3.23,1.303,9.346,0.991,2022-05-05T07:59:00Z,2022,9.3456,5/5/22,0:59:00
3889,1651737600,3.23,1.292,9.344,0.991,2022-05-05T08:00:00Z,2022,9.3468,5/5/22,1:00:00
3890,1651737660,3.23,1.303,9.34,0.991,2022-05-05T08:01:00Z,2022,9.342,5/5/22,1:01:00
3891,1651737720,3.23,1.303,9.342,0.991,2022-05-05T08:02:00Z,2022,9.3422,5/5/22,1:02:00
3892,1651737780,3.23,1.325,9.337,0.991,2022-05-05T08:03:00Z,2022,9.3418,5/5/22,1:03:00
3893,1651737840,3.23,1.292,9.337,0.991,2022-05-05T08:04:00Z,2022,9.34,5/5/22,1:04:00
3894,1651737900,3.24,1.325,9.321,0.991,2022-05-05T08:05:00Z,2022,9.3354,5/5/22,1:05:00
3895,1651737960,3.23,1.325,9.32,0.991,2022-05-05T08:06:00Z,2022,9.3314,5/5/22,1:06:00
3896,1651738020,3.23,1.282,9.35,0.991,2022-05-05T08:07:00Z,2022,9.333,5/5/22,1:07:00
3897,1651738080,3.23,1.314,9.341,0.991,2022-05-05T08:08:00Z,2022,9.3338,5/5/22,1:08:00
3898,1651738140,3.23,1.26,9.348,0.991,2022-05-05T08:09:00Z,2022,9.336,5/5/22,1:09:00
3899,1651738200,3.23,1.303,9.331,0.991,2022-05-05T08:10:00Z,2022,9.338,5/5/22,1:10:00
3900,1651738260,3.23,1.303,9.332,0.991,2022-05-05T08:11:00Z,2022,9.3404,5/5/22,1:11:00
3901,1651738320,3.23,1.314,9.324,0.99,2022-05-05T08:12:00Z,2022,9.3352,5/5/22,1:12:00
3902,1651738380,3.23,1.303,9.342,0.991,2022-05-05T08:13:00Z,2022,9.3354,5/5/22,1:13:00
3903,1651738440,3.23,1.314,9.339,0.991,2022-05-05T08:14:00Z,2022,9.3336,5/5/22,1:14:00
3904,1651738500,3.23,1.303,9.335,0.991,2022-05-05T08:15:00Z,2022,9.3344,5/5/22,1:15:00
3905,1651738560,3.23,1.282,9.357,0.991,2022-05-05T08:16:00Z,2022,9.3394,5/5/22,1:16:00
3906,1651738620,3.23,1.314,9.34,0.991,2022-05-05T08:17:00Z,2022,9.3426,5/5/22,1:17:00
3907,1651738680,3.23,1.303,9.343,0.991,2022-05-05T08:18:00Z,2022,9.3428,5/5/22,1:18:00
3908,1651738740,3.23,1.303,9.327,0.99,2022-05-05T08:19:00Z,2022,9.3404,5/5/22,1:19:00
3909,1651738800,3.23,1.292,9.335,0.99,2022-05-05T08:20:00Z,2022,9.3404,5/5/22,1:20:00
3910,1651738860,3.23,1.303,9.329,0.991,2022-05-05T08:21:00Z,2022,9.3348,5/5/22,1:21:00
3911,1651738920,3.23,1.292,9.352,0.991,2022-05-05T08:22:00Z,2022,9.3372,5/5/22,1:22:00
3912,1651738980,3.23,1.314,9.335,0.991,2022-05-05T08:23:00Z,2022,9.3356,5/5/22,1:23:00
3913,1651739040,3.23,1.282,9.337,0.991,2022-05-05T08:24:00Z,2022,9.3376,5/5/22,1:24:00
3914,1651739100,3.24,1.303,9.334,0.991,2022-05-05T08:25:00Z,2022,9.3374,5/5/22,1:25:00
3915,1651739160,3.23,1.314,9.323,0.991,2022-05-05T08:26:00Z,2022,9.3362,5/5/22,1:26:00
3916,1651739220,3.23,1.303,9.328,0.99,2022-05-05T08:27:00Z,2022,9.3314,5/5/22,1:27:00
3917,1651739280,3.23,1.282,9.344,0.991,2022-05-05T08:28:00Z,2022,9.3332,5/5/22,1:28:00
3918,1651739340,3.23,1.325,9.314,0.991,2022-05-05T08:29:00Z,2022,9.3286,5/5/22,1:29:00
3919,1651739400,3.23,1.303,9.327,0.99,2022-05-05T08:30:00Z,2022,9.3272,5/5/22,1:30:00
3920,1651739460,3.23,1.303,9.342,0.991,2022-05-05T08:31:00Z,2022,9.331,5/5/22,1:31:00
3921,1651739520,3.23,1.303,9.332,0.991,2022-05-05T08:32:00Z,2022,9.3318,5/5/22,1:32:00
3922,1651739580,3.23,1.314,9.323,0.99,2022-05-05T08:33:00Z,2022,9.3276,5/5/22,1:33:00
3923,1651739640,3.23,1.303,9.332,0.991,2022-05-05T08:34:00Z,2022,9.3312,5/5/22,1:34:00
3924,1651739700,3.23,1.292,9.341,0.991,2022-05-05T08:35:00Z,2022,9.334,5/5/22,1:35:00
3925,1651739760,3.23,1.303,9.326,0.991,2022-05-05T08:36:00Z,2022,9.3308,5/5/22,1:36:00
3926,1651739820,3.23,1.271,9.351,0.991,2022-05-05T08:37:00Z,2022,9.3346,5/5/22,1:37:00
3927,1651739880,3.23,1.303,9.329,0.991,2022-05-05T08:38:00Z,2022,9.3358,5/5/22,1:38:00
3928,1651739940,3.23,1.292,9.319,0.99,2022-05-05T08:39:00Z,2022,9.3332,5/5/22,1:39:00
3929,1651740000,3.23,1.303,9.329,0.991,2022-05-05T08:40:00Z,2022,9.3308,5/5/22,1:40:00
3930,1651740060,3.23,1.303,9.339,0.991,2022-05-05T08:41:00Z,2022,9.3334,5/5/22,1:41:00
3931,1651740120,3.23,1.292,9.342,0.991,2022-05-05T08:42:00Z,2022,9.3316,5/5/22,1:42:00
3932,1651740180,3.23,1.282,9.34,0.991,2022-05-05T08:43:00Z,2022,9.3338,5/5/22,1:43:00
3933,1651740240,3.23,1.303,9.334,0.991,2022-05-05T08:44:00Z,2022,9.3368,5/5/22,1:44:00
3934,1651740300,3.23,1.271,9.354,0.991,2022-05-05T08:45:00Z,2022,9.3418,5/5/22,1:45:00
3935,1651740360,3.23,1.292,9.329,0.99,2022-05-05T08:46:00Z,2022,9.3398,5/5/22,1:46:00
3936,1651740420,3.23,1.271,9.346,0.991,2022-05-05T08:47:00Z,2022,9.3406,5/5/22,1:47:00
3937,1651740480,3.23,1.314,9.334,0.991,2022-05-05T08:48:00Z,2022,9.3394,5/5/22,1:48:00
3938,1651740540,3.23,1.282,9.335,0.991,2022-05-05T08:49:00Z,2022,9.3396,5/5/22,1:49:00
3939,1651740600,3.23,1.271,9.337,0.991,2022-05-05T08:50:00Z,2022,9.3362,5/5/22,1:50:00
3940,1651740660,3.24,1.303,9.33,0.991,2022-05-05T08:51:00Z,2022,9.3364,5/5/22,1:51:00
3941,1651740720,3.23,1.314,9.332,0.991,2022-05-05T08:52:00Z,2022,9.3336,5/5/22,1:52:00
3942,1651740780,3.23,1.292,9.323,0.99,2022-05-05T08:53:00Z,2022,9.3314,5/5/22,1:53:00
3943,1651740840,3.23,1.292,9.338,0.991,2022-05-05T08:54:00Z,2022,9.332,5/5/22,1:54:00
3944,1651740900,3.23,1.282,9.345,0.991,2022-05-05T08:55:00Z,2022,9.3336,5/5/22,1:55:00
3945,1651740960,3.23,1.303,9.339,0.991,2022-05-05T08:56:00Z,2022,9.3354,5/5/22,1:56:00
3946,1651741020,3.23,1.292,9.337,0.991,2022-05-05T08:57:00Z,2022,9.3364,5/5/22,1:57:00
3947,1651741080,3.23,1.282,9.342,0.99,2022-05-05T08:58:00Z,2022,9.3402,5/5/22,1:58:00
3948,1651741140,3.23,1.271,9.343,0.991,2022-05-05T08:59:00Z,2022,9.3412,5/5/22,1:59:00
3949,1651741200,3.23,1.282,9.338,0.99,2022-05-05T09:00:00Z,2022,9.3398,5/5/22,2:00:00
3950,1651741260,3.23,1.292,9.333,0.99,2022-05-05T09:01:00Z,2022,9.3386,5/5/22,2:01:00
3951,1651741320,3.23,1.303,9.338,0.991,2022-05-05T09:02:00Z,2022,9.3388,5/5/22,2:02:00
3952,1651741380,3.23,1.282,9.328,0.99,2022-05-05T09:03:00Z,2022,9.336,5/5/22,2:03:00
3953,1651741440,3.23,1.292,9.342,0.991,2022-05-05T09:04:00Z,2022,9.3358,5/5/22,2:04:00
3954,1651741500,3.23,1.26,9.344,0.991,2022-05-05T09:05:00Z,2022,9.337,5/5/22,2:05:00
3955,1651741560,3.23,1.282,9.339,0.991,2022-05-05T09:06:00Z,2022,9.3382,5/5/22,2:06:00
3956,1651741620,3.23,1.282,9.343,0.991,2022-05-05T09:07:00Z,2022,9.3392,5/5/22,2:07:00
3957,1651741680,3.23,1.292,9.337,0.991,2022-05-05T09:08:00Z,2022,9.341,5/5/22,2:08:00
3958,1651741740,3.23,1.271,9.34,0.991,2022-05-05T09:09:00Z,2022,9.3406,5/5/22,2:09:00
3959,1651741800,3.23,1.282,9.331,0.99,2022-05-05T09:10:00Z,2022,9.338,5/5/22,2:10:00
3960,1651741860,3.23,1.292,9.345,0.991,2022-05-05T09:11:00Z,2022,9.3392,5/5/22,2:11:00
3961,1651741920,3.23,1.282,9.345,0.991,2022-05-05T09:12:00Z,2022,9.3396,5/5/22,2:12:00
3962,1651741980,3.23,1.282,9.329,0.99,2022-05-05T09:13:00Z,2022,9.338,5/5/22,2:13:00
3963,1651742040,3.24,1.26,9.349,0.991,2022-05-05T09:14:00Z,2022,9.3398,5/5/22,2:14:00
3964,1651742100,3.23,1.271,9.343,0.991,2022-05-05T09:15:00Z,2022,9.3422,5/5/22,2:15:00
3965,1651742160,3.23,1.271,9.341,0.991,2022-05-05T09:16:00Z,2022,9.3414,5/5/22,2:16:00
3966,1651742220,3.23,1.303,9.339,0.991,2022-05-05T09:17:00Z,2022,9.3402,5/5/22,2:17:00
3967,1651742280,3.23,1.271,9.335,0.99,2022-05-05T09:18:00Z,2022,9.3414,5/5/22,2:18:00
3968,1651742340,3.23,1.325,9.329,0.991,2022-05-05T09:19:00Z,2022,9.3374,5/5/22,2:19:00
3969,1651742400,3.23,1.282,9.336,0.991,2022-05-05T09:20:00Z,2022,9.336,5/5/22,2:20:00
3970,1651742460,3.23,1.282,9.349,0.991,2022-05-05T09:21:00Z,2022,9.3376,5/5/22,2:21:00
3971,1651742520,3.23,1.303,9.336,0.991,2022-05-05T09:22:00Z,2022,9.337,5/5/22,2:22:00
3972,1651742580,3.23,1.271,9.356,0.991,2022-05-05T09:23:00Z,2022,9.3412,5/5/22,2:23:00
3973,1651742640,3.23,1.292,9.336,0.991,2022-05-05T09:24:00Z,2022,9.3426,5/5/22,2:24:00
3974,1651742700,3.23,1.292,9.337,0.991,2022-05-05T09:25:00Z,2022,9.3428,5/5/22,2:25:00
3975,1651742760,3.23,1.292,9.34,0.991,2022-05-05T09:26:00Z,2022,9.341,5/5/22,2:26:00
3976,1651742820,3.23,1.292,9.334,0.991,2022-05-05T09:27:00Z,2022,9.3406,5/5/22,2:27:00
3977,1651742880,3.23,1.292,9.338,0.991,2022-05-05T09:28:00Z,2022,9.337,5/5/22,2:28:00
3978,1651742940,3.23,1.282,9.341,0.991,2022-05-05T09:29:00Z,2022,9.338,5/5/22,2:29:00
3979,1651743000,3.23,1.282,9.334,0.991,2022-05-05T09:30:00Z,2022,9.3374,5/5/22,2:30:00
3980,1651743060,3.23,1.282,9.343,0.991,2022-05-05T09:31:00Z,2022,9.338,5/5/22,2:31:00
3981,1651743120,3.23,1.335,9.321,0.991,2022-05-05T09:32:00Z,2022,9.3354,5/5/22,2:32:00
3982,1651743180,3.23,1.303,9.331,0.991,2022-05-05T09:33:00Z,2022,9.334,5/5/22,2:33:00
3983,1651743240,3.23,1.314,9.321,0.991,2022-05-05T09:34:00Z,2022,9.33,5/5/22,2:34:00
3984,1651743300,3.23,1.292,9.34,0.991,2022-05-05T09:35:00Z,2022,9.3312,5/5/22,2:35:00
3985,1651743360,3.23,1.292,9.334,0.991,2022-05-05T09:36:00Z,2022,9.3294,5/5/22,2:36:00
3986,1651743420,3.23,1.292,9.338,0.991,2022-05-05T09:37:00Z,2022,9.3328,5/5/22,2:37:00
3987,1651743480,3.23,1.282,9.344,0.991,2022-05-05T09:38:00Z,2022,9.3354,5/5/22,2:38:00
3988,1651743540,3.23,1.303,9.329,0.991,2022-05-05T09:39:00Z,2022,9.337,5/5/22,2:39:00
3989,1651743600,3.23,1.292,9.336,0.991,2022-05-05T09:40:00Z,2022,9.3362,5/5/22,2:40:00
3990,1651743660,3.23,1.292,9.336,0.991,2022-05-05T09:41:00Z,2022,9.3366,5/5/22,2:41:00
3991,1651743720,3.23,1.282,9.33,0.99,2022-05-05T09:42:00Z,2022,9.335,5/5/22,2:42:00
3992,1651743780,3.23,1.26,9.35,0.991,2022-05-05T09:43:00Z,2022,9.3362,5/5/22,2:43:00
3993,1651743840,3.23,1.303,9.336,0.991,2022-05-05T09:44:00Z,2022,9.3376,5/5/22,2:44:00
3994,1651743900,3.23,1.26,9.341,0.991,2022-05-05T09:45:00Z,2022,9.3386,5/5/22,2:45:00
3995,1651743960,3.23,1.271,9.34,0.991,2022-05-05T09:46:00Z,2022,9.3394,5/5/22,2:46:00
3996,1651744020,3.23,1.26,9.336,0.99,2022-05-05T09:47:00Z,2022,9.3406,5/5/22,2:47:00
3997,1651744080,3.23,1.292,9.34,0.991,2022-05-05T09:48:00Z,2022,9.3386,5/5/22,2:48:00
3998,1651744140,3.23,1.303,9.325,0.991,2022-05-05T09:49:00Z,2022,9.3364,5/5/22,2:49:00
3999,1651744200,3.23,1.292,9.333,0.991,2022-05-05T09:50:00Z,2022,9.3348,5/5/22,2:50:00
4000,1651744260,3.23,1.303,9.335,0.991,2022-05-05T09:51:00Z,2022,9.3338,5/5/22,2:51:00
4001,1651744320,3.23,1.282,9.332,0.991,2022-05-05T09:52:00Z,2022,9.333,5/5/22,2:52:00
4002,1651744380,3.23,1.292,9.328,0.99,2022-05-05T09:53:00Z,2022,9.3306,5/5/22,2:53:00
4003,1651744440,3.23,1.292,9.339,0.991,2022-05-05T09:54:00Z,2022,9.3334,5/5/22,2:54:00
4004,1651744500,3.23,1.282,9.334,0.991,2022-05-05T09:55:00Z,2022,9.3336,5/5/22,2:55:00
4005,1651744560,3.23,1.303,9.337,0.991,2022-05-05T09:56:00Z,2022,9.334,5/5/22,2:56:00
4006,1651744620,3.23,1.292,9.333,0.991,2022-05-05T09:57:00Z,2022,9.3342,5/5/22,2:57:00
4007,1651744680,3.23,1.282,9.33,0.99,2022-05-05T09:58:00Z,2022,9.3346,5/5/22,2:58:00
4008,1651744740,3.23,1.26,9.346,0.991,2022-05-05T09:59:00Z,2022,9.336,5/5/22,2:59:00
4009,1651744800,3.23,1.249,9.366,0.992,2022-05-05T10:00:00Z,2022,9.3424,5/5/22,3:00:00
4010,1651744860,3.23,1.282,9.332,0.99,2022-05-05T10:01:00Z,2022,9.3414,5/5/22,3:01:00
4011,1651744920,3.23,1.282,9.338,0.991,2022-05-05T10:02:00Z,2022,9.3424,5/5/22,3:02:00
4012,1651744980,3.23,1.282,9.342,0.991,2022-05-05T10:03:00Z,2022,9.3448,5/5/22,3:03:00
4013,1651745040,3.23,1.292,9.343,0.991,2022-05-05T10:04:00Z,2022,9.3442,5/5/22,3:04:00
4014,1651745100,3.23,1.26,9.356,0.991,2022-05-05T10:05:00Z,2022,9.3422,5/5/22,3:05:00
4015,1651745160,3.23,1.26,9.346,0.991,2022-05-05T10:06:00Z,2022,9.345,5/5/22,3:06:00
4016,1651745220,3.23,1.292,9.333,0.99,2022-05-05T10:07:00Z,2022,9.344,5/5/22,3:07:00
4017,1651745280,3.23,1.217,9.363,0.991,2022-05-05T10:08:00Z,2022,9.3482,5/5/22,3:08:00
4018,1651745340,3.23,1.292,9.335,0.991,2022-05-05T10:09:00Z,2022,9.3466,5/5/22,3:09:00
4019,1651745400,3.23,1.303,9.321,0.99,2022-05-05T10:10:00Z,2022,9.3396,5/5/22,3:10:00
4020,1651745460,3.23,1.271,9.346,0.991,2022-05-05T10:11:00Z,2022,9.3396,5/5/22,3:11:00
4021,1651745520,3.23,1.271,9.344,0.991,2022-05-05T10:12:00Z,2022,9.3418,5/5/22,3:12:00
4022,1651745580,3.23,1.271,9.354,0.991,2022-05-05T10:13:00Z,2022,9.34,5/5/22,3:13:00
4023,1651745640,3.23,1.303,9.332,0.991,2022-05-05T10:14:00Z,2022,9.3394,5/5/22,3:14:00
4024,1651745700,3.23,1.26,9.352,0.991,2022-05-05T10:15:00Z,2022,9.3456,5/5/22,3:15:00
4025,1651745760,3.23,1.271,9.356,0.991,2022-05-05T10:16:00Z,2022,9.3476,5/5/22,3:16:00
4026,1651745820,3.23,1.271,9.35,0.991,2022-05-05T10:17:00Z,2022,9.3488,5/5/22,3:17:00
4027,1651745880,3.23,1.282,9.337,0.991,2022-05-05T10:18:00Z,2022,9.3454,5/5/22,3:18:00
4028,1651745940,3.23,1.314,9.327,0.991,2022-05-05T10:19:00Z,2022,9.3444,5/5/22,3:19:00
4029,1651746000,3.23,1.271,9.343,0.991,2022-05-05T10:20:00Z,2022,9.3426,5/5/22,3:20:00
4030,1651746060,3.23,1.292,9.34,0.991,2022-05-05T10:21:00Z,2022,9.3394,5/5/22,3:21:00
4031,1651746120,3.23,1.249,9.341,0.99,2022-05-05T10:22:00Z,2022,9.3376,5/5/22,3:22:00
4032,1651746180,3.23,1.292,9.337,0.991,2022-05-05T10:23:00Z,2022,9.3376,5/5/22,3:23:00
4033,1651746240,3.23,1.282,9.331,0.991,2022-05-05T10:24:00Z,2022,9.3384,5/5/22,3:24:00
4034,1651746300,3.23,1.249,9.352,0.991,2022-05-05T10:25:00Z,2022,9.3402,5/5/22,3:25:00
4035,1651746360,3.23,1.271,9.342,0.991,2022-05-05T10:26:00Z,2022,9.3406,5/5/22,3:26:00
4036,1651746420,3.23,1.26,9.356,0.992,2022-05-05T10:27:00Z,2022,9.3436,5/5/22,3:27:00
4037,1651746480,3.23,1.282,9.343,0.991,2022-05-05T10:28:00Z,2022,9.3448,5/5/22,3:28:00
4038,1651746540,3.23,1.271,9.345,0.991,2022-05-05T10:29:00Z,2022,9.3476,5/5/22,3:29:00
4039,1651746600,3.23,1.282,9.328,0.99,2022-05-05T10:30:00Z,2022,9.3428,5/5/22,3:30:00
4040,1651746660,3.23,1.26,9.344,0.991,2022-05-05T10:31:00Z,2022,9.3432,5/5/22,3:31:00
4041,1651746720,3.23,1.26,9.349,0.991,2022-05-05T10:32:00Z,2022,9.3418,5/5/22,3:32:00
4042,1651746780,3.23,1.292,9.339,0.991,2022-05-05T10:33:00Z,2022,9.341,5/5/22,3:33:00
4043,1651746840,3.23,1.303,9.322,0.991,2022-05-05T10:34:00Z,2022,9.3364,5/5/22,3:34:00
4044,1651746900,3.23,1.282,9.339,0.991,2022-05-05T10:35:00Z,2022,9.3386,5/5/22,3:35:00
4045,1651746960,3.23,1.282,9.335,0.991,2022-05-05T10:36:00Z,2022,9.3368,5/5/22,3:36:00
4046,1651747020,3.23,1.282,9.335,0.991,2022-05-05T10:37:00Z,2022,9.334,5/5/22,3:37:00
4047,1651747080,3.23,1.282,9.344,0.991,2022-05-05T10:38:00Z,2022,9.335,5/5/22,3:38:00
4048,1651747140,3.23,1.26,9.353,0.991,2022-05-05T10:39:00Z,2022,9.3412,5/5/22,3:39:00
4049,1651747200,3.23,1.26,9.348,0.991,2022-05-05T10:40:00Z,2022,9.343,5/5/22,3:40:00
4050,1651747260,3.23,1.271,9.337,0.991,2022-05-05T10:41:00Z,2022,9.3434,5/5/22,3:41:00
4051,1651747320,3.23,1.271,9.341,0.991,2022-05-05T10:42:00Z,2022,9.3446,5/5/22,3:42:00
4052,1651747380,3.23,1.26,9.347,0.991,2022-05-05T10:43:00Z,2022,9.3452,5/5/22,3:43:00
